id,export,export_en,id_exportfee_id
1438,مسموح التصدير,Export allowed,29089200
1439,مسموح التصدير,Export allowed,29089900
1440,مسموح التصدير,Export allowed,29091100
1441,مسموح التصدير,Export allowed,29091900
1442,مسموح التصدير,Export allowed,29092000
1443,مسموح التصدير,Export allowed,29093000
1444,مسموح التصدير,Export allowed,29094100
1445,مسموح التصدير,Export allowed,29094300
1446,مسموح التصدير,Export allowed,29094400
1447,مسموح التصدير,Export allowed,29094900
1448,مسموح التصدير,Export allowed,29095000
1449,مسموح التصدير,Export allowed,29096000
1450,مسموح التصدير,Export allowed,29101000
1451,مسموح التصدير,Export allowed,29102000
1452,مسموح التصدير,Export allowed,29103000
1453,مسموح التصدير,Export allowed,29104000
1454,مسموح التصدير,Export allowed,29105000
1455,مسموح التصدير,Export allowed,29109000
1456,مسموح التصدير,Export allowed,29110000
1457,مسموح التصدير,Export allowed,29121100
1458,مسموح التصدير,Export allowed,29121200
1459,مسموح التصدير,Export allowed,29121900
1460,مسموح التصدير,Export allowed,29122100
1461,مسموح التصدير,Export allowed,29122900
1462,مسموح التصدير,Export allowed,29124100
1463,مسموح التصدير,Export allowed,29124200
1464,مسموح التصدير,Export allowed,29124900
1465,مسموح التصدير,Export allowed,29125000
1466,مسموح التصدير,Export allowed,29126000
1467,مسموح التصدير,Export allowed,29130000
1468,مسموح التصدير,Export allowed,29141100
1469,مسموح التصدير,Export allowed,29141200
1470,مسموح التصدير,Export allowed,29141300
1471,مسموح التصدير,Export allowed,29141900
1472,مسموح التصدير,Export allowed,29142200
1473,مسموح التصدير,Export allowed,29142300
1474,مسموح التصدير,Export allowed,29142900
1475,مسموح التصدير,Export allowed,29143100
1476,مسموح التصدير,Export allowed,29143900
1477,مسموح التصدير,Export allowed,29144000
1478,مسموح التصدير,Export allowed,29145000
1479,مسموح التصدير,Export allowed,29146100
1480,مسموح التصدير,Export allowed,29146200
1481,مسموح التصدير,Export allowed,29146900
1482,مسموح التصدير,Export allowed,29147000
1483,مسموح التصدير,Export allowed,29147900
1484,مسموح التصدير,Export allowed,29151100
1485,مسموح التصدير,Export allowed,29151200
1486,مسموح التصدير,Export allowed,29151300
1487,مسموح التصدير,Export allowed,29152100
1488,مسموح التصدير,Export allowed,29152400
1489,مسموح التصدير,Export allowed,29152900
1490,مسموح التصدير,Export allowed,29153100
1491,مسموح التصدير,Export allowed,29153200
1492,مسموح التصدير,Export allowed,29153300
1493,مسموح التصدير,Export allowed,29153600
1494,مسموح التصدير,Export allowed,29153900
1495,مسموح التصدير,Export allowed,29154000
1496,مسموح التصدير,Export allowed,29155000
1497,مسموح التصدير,Export allowed,29156000
1498,مسموح التصدير,Export allowed,29157000
1499,مسموح التصدير,Export allowed,29159000
1500,مسموح التصدير,Export allowed,29161100
1501,مسموح التصدير,Export allowed,29161200
1502,مسموح التصدير,Export allowed,29161300
1503,مسموح التصدير,Export allowed,29161400
1504,مسموح التصدير,Export allowed,29161500
1505,مسموح التصدير,Export allowed,29161600
1506,مسموح التصدير,Export allowed,29161900
1507,مسموح التصدير,Export allowed,29162000
1508,مسموح التصدير,Export allowed,29163100
1509,مسموح التصدير,Export allowed,29163200
1510,مسموح التصدير,Export allowed,29163400
1511,مسموح التصدير,Export allowed,29163900
1512,مسموح التصدير,Export allowed,29171100
1513,مسموح التصدير,Export allowed,29171200
1514,مسموح التصدير,Export allowed,29171300
1515,مسموح التصدير,Export allowed,29171400
1516,مسموح التصدير,Export allowed,29171900
1517,مسموح التصدير,Export allowed,29172000
1518,مسموح التصدير,Export allowed,29173200
1519,مسموح التصدير,Export allowed,29173300
1520,مسموح التصدير,Export allowed,29173400
1521,مسموح التصدير,Export allowed,29173500
1522,مسموح التصدير,Export allowed,29173600
1523,مسموح التصدير,Export allowed,29173700
1524,مسموح التصدير,Export allowed,29173900
1525,مسموح التصدير,Export allowed,29181100
1526,مسموح التصدير,Export allowed,29181200
1527,مسموح التصدير,Export allowed,29181300
1528,مسموح التصدير,Export allowed,29181400
1529,مسموح التصدير,Export allowed,29181500
1530,مسموح التصدير,Export allowed,29181600
1531,مسموح التصدير,Export allowed,29181700
1532,مسموح التصدير,Export allowed,29181800
1533,مسموح التصدير,Export allowed,29181900
1534,مسموح التصدير,Export allowed,29182100
1535,مسموح التصدير,Export allowed,29182200
1536,مسموح التصدير,Export allowed,29182300
1537,مسموح التصدير,Export allowed,29182900
1538,مسموح التصدير,Export allowed,29183000
1539,مسموح التصدير,Export allowed,29189100
1540,مسموح التصدير,Export allowed,29189900
1541,مسموح التصدير,Export allowed,29191000
1542,مسموح التصدير,Export allowed,29199000
1543,مسموح التصدير,Export allowed,29201100
1544,مسموح التصدير,Export allowed,29201900
1545,مسموح التصدير,Export allowed,29202100
1546,مسموح التصدير,Export allowed,29202200
1547,مسموح التصدير,Export allowed,29202300
1548,مسموح التصدير,Export allowed,29202400
1549,مسموح التصدير,Export allowed,29202900
1550,مسموح التصدير,Export allowed,29203000
1551,مسموح التصدير,Export allowed,29209000
1552,مسموح التصدير,Export allowed,29211100
1553,مسموح التصدير,Export allowed,29211200
1554,مسموح التصدير,Export allowed,29211300
1555,مسموح التصدير,Export allowed,29211400
1556,مسموح التصدير,Export allowed,29211900
1557,مسموح التصدير,Export allowed,29212100
1558,مسموح التصدير,Export allowed,29212200
1559,مسموح التصدير,Export allowed,29212900
1560,مسموح التصدير,Export allowed,29213000
1561,مسموح التصدير,Export allowed,29214100
1562,مسموح التصدير,Export allowed,29214200
1563,مسموح التصدير,Export allowed,29214300
1564,مسموح التصدير,Export allowed,29214400
1565,مسموح التصدير,Export allowed,29214500
1566,مسموح التصدير,Export allowed,29214600
1567,مسموح التصدير,Export allowed,29214900
1568,مسموح التصدير,Export allowed,29215100
1569,مسموح التصدير,Export allowed,29215900
1570,مسموح التصدير,Export allowed,29221100
1571,مسموح التصدير,Export allowed,29221200
1572,مسموح التصدير,Export allowed,29221400
1573,مسموح التصدير,Export allowed,29221500
1574,مسموح التصدير,Export allowed,29221600
1575,مسموح التصدير,Export allowed,29221700
1576,مسموح التصدير,Export allowed,29221800
1577,مسموح التصدير,Export allowed,29221900
1578,مسموح التصدير,Export allowed,29222100
1579,مسموح التصدير,Export allowed,29222900
1580,مسموح التصدير,Export allowed,29223100
1581,مسموح التصدير,Export allowed,29223900
1582,مسموح التصدير,Export allowed,29224100
1583,مسموح التصدير,Export allowed,29224200
1584,مسموح التصدير,Export allowed,29224300
1585,مسموح التصدير,Export allowed,29224400
1586,مسموح التصدير,Export allowed,29224900
1587,مسموح التصدير,Export allowed,29225000
1588,مسموح التصدير,Export allowed,29231000
1589,مسموح التصدير,Export allowed,29232000
1590,مسموح التصدير,Export allowed,29233000
1591,مسموح التصدير,Export allowed,29234000
1592,مسموح التصدير,Export allowed,29239000
1593,مسموح التصدير,Export allowed,29241100
1594,مسموح التصدير,Export allowed,29241200
1595,مسموح التصدير,Export allowed,29241900
1596,مسموح التصدير,Export allowed,29242100
1597,مسموح التصدير,Export allowed,29242300
1598,مسموح التصدير,Export allowed,29242400
1599,مسموح التصدير,Export allowed,29242500
1600,مسموح التصدير,Export allowed,29242900
1601,مسموح التصدير,Export allowed,29251100
1602,مسموح التصدير,Export allowed,29251200
1603,مسموح التصدير,Export allowed,29251900
1604,مسموح التصدير,Export allowed,29252100
1605,مسموح التصدير,Export allowed,29252900
1606,مسموح التصدير,Export allowed,29261000
1607,مسموح التصدير,Export allowed,29262000
1608,مسموح التصدير,Export allowed,29263000
1609,مسموح التصدير,Export allowed,29264000
1610,مسموح التصدير,Export allowed,29269000
1611,مسموح التصدير,Export allowed,29270000
1612,مسموح التصدير,Export allowed,29280000
1613,مسموح التصدير,Export allowed,29291000
1614,مسموح التصدير,Export allowed,29299000
1615,مسموح التصدير,Export allowed,29301000
1616,مسموح التصدير,Export allowed,29302000
1617,مسموح التصدير,Export allowed,29303000
1618,مسموح التصدير,Export allowed,29304000
1619,مسموح التصدير,Export allowed,29305000
1620,مسموح التصدير,Export allowed,29306000
1621,مسموح التصدير,Export allowed,29307000
1622,مسموح التصدير,Export allowed,29308000
1623,مسموح التصدير,Export allowed,29309000
1624,مسموح التصدير,Export allowed,29311000
1625,مسموح التصدير,Export allowed,29312000
1626,مسموح التصدير,Export allowed,29314100
1627,مسموح التصدير,Export allowed,29314200
1628,مسموح التصدير,Export allowed,29314300
1629,مسموح التصدير,Export allowed,29314400
1630,مسموح التصدير,Export allowed,29314500
1631,مسموح التصدير,Export allowed,29314600
1632,مسموح التصدير,Export allowed,29314700
1633,مسموح التصدير,Export allowed,29314800
1634,مسموح التصدير,Export allowed,29314900
1635,مسموح التصدير,Export allowed,29315100
1636,مسموح التصدير,Export allowed,29315200
1637,مسموح التصدير,Export allowed,29315300
1638,مسموح التصدير,Export allowed,29315400
1639,مسموح التصدير,Export allowed,29315900
1640,مسموح التصدير,Export allowed,29319000
1641,مسموح التصدير,Export allowed,29321100
1642,مسموح التصدير,Export allowed,29321200
1643,مسموح التصدير,Export allowed,29321300
1644,مسموح التصدير,Export allowed,29321400
1645,مسموح التصدير,Export allowed,29321900
1646,مسموح التصدير,Export allowed,29322000
1647,مسموح التصدير,Export allowed,29329100
1648,مسموح التصدير,Export allowed,29329200
1649,مسموح التصدير,Export allowed,29329300
1650,مسموح التصدير,Export allowed,29329400
1651,مسموح التصدير,Export allowed,29329500
1652,مسموح التصدير,Export allowed,29329600
1653,مسموح التصدير,Export allowed,29329900
1654,مسموح التصدير,Export allowed,29331100
1655,مسموح التصدير,Export allowed,29331900
1656,مسموح التصدير,Export allowed,29332100
1657,مسموح التصدير,Export allowed,29332900
1658,مسموح التصدير,Export allowed,29333100
1659,مسموح التصدير,Export allowed,29333200
1660,مسموح التصدير,Export allowed,29333300
1661,مسموح التصدير,Export allowed,29333400
1662,مسموح التصدير,Export allowed,29333500
1663,مسموح التصدير,Export allowed,29333600
1664,مسموح التصدير,Export allowed,29333700
1665,مسموح التصدير,Export allowed,29333900
1666,مسموح التصدير,Export allowed,29334100
1667,مسموح التصدير,Export allowed,29334900
1668,مسموح التصدير,Export allowed,29335200
1669,مسموح التصدير,Export allowed,29335300
1670,مسموح التصدير,Export allowed,29335400
1671,مسموح التصدير,Export allowed,29335500
1672,مسموح التصدير,Export allowed,29335900
1673,مسموح التصدير,Export allowed,29336100
1674,مسموح التصدير,Export allowed,29336900
1675,مسموح التصدير,Export allowed,29337100
1676,مسموح التصدير,Export allowed,29337200
1677,مسموح التصدير,Export allowed,29337900
1678,مسموح التصدير,Export allowed,29339100
1679,مسموح التصدير,Export allowed,29339200
1680,مسموح التصدير,Export allowed,29339900
1681,مسموح التصدير,Export allowed,29341000
1682,مسموح التصدير,Export allowed,29342000
1683,مسموح التصدير,Export allowed,29343000
1684,مسموح التصدير,Export allowed,29349100
1685,مسموح التصدير,Export allowed,29349200
1686,مسموح التصدير,Export allowed,29349900
1687,مسموح التصدير,Export allowed,29351000
1688,مسموح التصدير,Export allowed,29352000
1689,مسموح التصدير,Export allowed,29353000
1690,مسموح التصدير,Export allowed,29354000
1691,مسموح التصدير,Export allowed,29355000
1692,مسموح التصدير,Export allowed,29359000
1693,مسموح التصدير,Export allowed,29362100
1694,مسموح التصدير,Export allowed,29362200
1695,مسموح التصدير,Export allowed,29362300
1696,مسموح التصدير,Export allowed,29362400
1697,مسموح التصدير,Export allowed,29362500
1698,مسموح التصدير,Export allowed,29362600
1699,مسموح التصدير,Export allowed,29362700
1700,مسموح التصدير,Export allowed,29362800
1701,مسموح التصدير,Export allowed,29362900
1702,مسموح التصدير,Export allowed,29369000
1703,مسموح التصدير,Export allowed,29371100
1704,مسموح التصدير,Export allowed,29371200
1705,مسموح التصدير,Export allowed,29371900
1706,مسموح التصدير,Export allowed,29372100
1707,مسموح التصدير,Export allowed,29372200
1708,مسموح التصدير,Export allowed,29372300
1709,مسموح التصدير,Export allowed,29372900
1710,مسموح التصدير,Export allowed,29375000
1711,مسموح التصدير,Export allowed,29379000
1712,مسموح التصدير,Export allowed,29381000
1713,مسموح التصدير,Export allowed,29389000
1714,مسموح التصدير,Export allowed,29391100
1715,مسموح التصدير,Export allowed,29391900
1716,مسموح التصدير,Export allowed,29392000
1717,مسموح التصدير,Export allowed,29393000
1718,مسموح التصدير,Export allowed,29394100
1719,مسموح التصدير,Export allowed,29394200
1720,مسموح التصدير,Export allowed,29394300
1721,مسموح التصدير,Export allowed,29394400
1722,مسموح التصدير,Export allowed,29394500
1723,مسموح التصدير,Export allowed,29394900
1724,مسموح التصدير,Export allowed,29395100
1725,مسموح التصدير,Export allowed,29395900
1726,مسموح التصدير,Export allowed,29396100
1727,مسموح التصدير,Export allowed,29396200
1728,مسموح التصدير,Export allowed,29396300
1729,مسموح التصدير,Export allowed,29396900
1730,مسموح التصدير,Export allowed,29397200
1731,مسموح التصدير,Export allowed,29397900
1732,مسموح التصدير,Export allowed,29398000
1733,مسموح التصدير,Export allowed,29400000
1734,مسموح التصدير,Export allowed,29411000
1735,مسموح التصدير,Export allowed,29412000
1736,مسموح التصدير,Export allowed,29413000
1737,مسموح التصدير,Export allowed,29414000
1738,مسموح التصدير,Export allowed,29415000
1739,مسموح التصدير,Export allowed,29419000
1740,مسموح التصدير,Export allowed,29420000
1741,ممنوع التصدير,Export allowed,30012000
1742,ممنوع التصدير,Export allowed,30019000
1743,ممنوع التصدير,Export allowed,30021200
1744,ممنوع التصدير,Export allowed,30021300
1745,ممنوع التصدير,Export allowed,30021400
1746,ممنوع التصدير,Export allowed,30021500
1747,ممنوع التصدير,Export allowed,30024100
1748,ممنوع التصدير,Export allowed,30024200
1749,ممنوع التصدير,Export allowed,30024900
1750,ممنوع التصدير,Export allowed,30025100
1751,ممنوع التصدير,Export allowed,30025900
1752,ممنوع التصدير,Export allowed,30029000
1753,مسموح التصدير,Export allowed,30031000
1754,مسموح التصدير,Export allowed,30032000
1755,مسموح التصدير,Export allowed,30033100
1756,مسموح التصدير,Export allowed,30033900
1757,مسموح التصدير,Export allowed,30034100
1758,مسموح التصدير,Export allowed,30034200
1759,مسموح التصدير,Export allowed,30034300
1760,مسموح التصدير,Export allowed,30034900
1761,مسموح التصدير,Export allowed,30036000
1762,مسموح التصدير,Export allowed,30039000
1763,مسموح التصدير,Export allowed,30041000
1764,مسموح التصدير,Export allowed,30042000
1765,مسموح التصدير,Export allowed,30043100
1766,مسموح التصدير,Export allowed,30043200
1767,مسموح التصدير,Export allowed,30043900
1768,مسموح التصدير,Export allowed,30044100
1769,مسموح التصدير,Export allowed,30044200
1770,مسموح التصدير,Export allowed,30044300
1771,مسموح التصدير,Export allowed,30044900
1772,مسموح التصدير,Export allowed,30045000
1773,مسموح التصدير,Export allowed,30046000
1774,مسموح التصدير,Export allowed,30049000
1775,مسموح التصدير,Export allowed,30051000
1776,مسموح التصدير,Export allowed,30059000
1777,مسموح التصدير,Export allowed,30061000
1778,مسموح التصدير,Export allowed,30062000
1779,مسموح التصدير,Export allowed,30063000
1780,مسموح التصدير,Export allowed,30064000
1781,مسموح التصدير,Export allowed,30065000
1782,مسموح التصدير,Export allowed,30066000
1783,مسموح التصدير,Export allowed,30067000
1784,مسموح التصدير,Export allowed,30069100
1785,مسموح التصدير,Export allowed,30069200
1786,مسموح التصدير,Export allowed,30069300
1787,ممنوع التصدير,Export allowed,31010000
1788,ممنوع التصدير,Export allowed,31021000
1789,ممنوع التصدير,Export allowed,31022100
1790,ممنوع التصدير,Export allowed,31022900
1791,ممنوع التصدير,Export allowed,31023000
1792,ممنوع التصدير,Export allowed,31024000
1793,ممنوع التصدير,Export allowed,31025000
1794,ممنوع التصدير,Export allowed,31026000
1795,ممنوع التصدير,Export allowed,31028000
1796,ممنوع التصدير,Export allowed,31029000
1797,ممنوع التصدير,Export allowed,31031100
1798,ممنوع التصدير,Export allowed,31031900
1799,ممنوع التصدير,Export allowed,31039000
1800,ممنوع التصدير,Export allowed,31042000
1801,ممنوع التصدير,Export allowed,31043000
1802,ممنوع التصدير,Export allowed,31049000
1803,ممنوع التصدير,Export allowed,31051000
1804,ممنوع التصدير,Export allowed,31052000
1805,ممنوع التصدير,Export allowed,31053000
1806,ممنوع التصدير,Export allowed,31054000
1807,ممنوع التصدير,Export allowed,31055100
1808,ممنوع التصدير,Export allowed,31055900
1809,ممنوع التصدير,Export allowed,31056000
1810,ممنوع التصدير,Export allowed,31059000
1811,مسموح التصدير,Export allowed,32011000
1812,مسموح التصدير,Export allowed,32012000
1813,مسموح التصدير,Export allowed,32019000
1814,مسموح التصدير,Export allowed,32021000
1815,مسموح التصدير,Export allowed,32029000
1816,مسموح التصدير,Export allowed,32030000
1817,مسموح التصدير,Export allowed,32041100
1818,مسموح التصدير,Export allowed,32041200
1819,مسموح التصدير,Export allowed,32041300
1820,مسموح التصدير,Export allowed,32041400
1821,مسموح التصدير,Export allowed,32041500
1822,مسموح التصدير,Export allowed,32041600
1823,مسموح التصدير,Export allowed,32041700
1824,مسموح التصدير,Export allowed,32041800
1825,مسموح التصدير,Export allowed,32041900
1826,مسموح التصدير,Export allowed,32042000
1827,مسموح التصدير,Export allowed,32049000
1828,مسموح التصدير,Export allowed,32050000
1829,مسموح التصدير,Export allowed,32061100
1830,مسموح التصدير,Export allowed,32061900
1831,مسموح التصدير,Export allowed,32062000
1832,مسموح التصدير,Export allowed,32064100
1833,مسموح التصدير,Export allowed,32064200
1834,مسموح التصدير,Export allowed,32064900
1835,مسموح التصدير,Export allowed,32065000
1836,مسموح التصدير,Export allowed,32071000
1837,مسموح التصدير,Export allowed,32072000
1838,مسموح التصدير,Export allowed,32073000
1839,مسموح التصدير,Export allowed,32074000
1840,مسموح التصدير,Export allowed,32081000
1841,مسموح التصدير,Export allowed,32082000
1842,مسموح التصدير,Export allowed,32089000
1843,مسموح التصدير,Export allowed,32091000
1844,مسموح التصدير,Export allowed,32099000
1845,مسموح التصدير,Export allowed,32100000
1846,مسموح التصدير,Export allowed,32110000
1847,مسموح التصدير,Export allowed,32121000
1848,مسموح التصدير,Export allowed,32129000
1849,مسموح التصدير,Export allowed,32131000
1850,مسموح التصدير,Export allowed,32139000
1851,مسموح التصدير,Export allowed,32141000
1852,مسموح التصدير,Export allowed,32149000
1853,مسموح التصدير,Export allowed,32151100
1854,مسموح التصدير,Export allowed,32151900
1855,مسموح التصدير,Export allowed,32159000
1856,مسموح التصدير,Export allowed,33011200
1857,مسموح التصدير,Export allowed,33011300
1858,مسموح التصدير,Export allowed,33011900
1859,مسموح التصدير,Export allowed,33012400
1860,مسموح التصدير,Export allowed,33012500
1861,مسموح التصدير,Export allowed,33012900
1862,مسموح التصدير,Export allowed,33013000
1863,مسموح التصدير,Export allowed,33019000
1864,مسموح التصدير,Export allowed,33021000
1865,مسموح التصدير,Export allowed,33029000
1866,مسموح التصدير,Export allowed,33030000
1867,مسموح التصدير,Export allowed,33041000
1868,مسموح التصدير,Export allowed,33042000
1869,مسموح التصدير,Export allowed,33043000
1870,مسموح التصدير,Export allowed,33049100
1871,مسموح التصدير,Export allowed,33049900
1872,مسموح التصدير,Export allowed,33051000
1873,مسموح التصدير,Export allowed,33052000
1874,مسموح التصدير,Export allowed,33053000
1875,مسموح التصدير,Export allowed,33059000
1876,مسموح التصدير,Export allowed,33061000
1877,مسموح التصدير,Export allowed,33062000
1878,مسموح التصدير,Export allowed,33069000
1879,مسموح التصدير,Export allowed,33071000
1880,مسموح التصدير,Export allowed,33072000
1881,مسموح التصدير,Export allowed,33073000
1882,مسموح التصدير,Export allowed,33074100
1883,مسموح التصدير,Export allowed,33074900
1884,مسموح التصدير,Export allowed,33079010
1885,مسموح التصدير,Export allowed,33079090
1886,مسموح التصدير,Export allowed,34011100
1887,مسموح التصدير,Export allowed,34011900
1888,مسموح التصدير,Export allowed,34012010
1889,مسموح التصدير,Export allowed,34012090
1890,مسموح التصدير,Export allowed,34013000
1891,مسموح التصدير,Export allowed,34023100
1892,مسموح التصدير,Export allowed,34023900
1893,مسموح التصدير,Export allowed,34024100
1894,مسموح التصدير,Export allowed,34024200
1895,مسموح التصدير,Export allowed,34024900
1896,مسموح التصدير,Export allowed,34025000
1897,مسموح التصدير,Export allowed,34029000
1898,مسموح التصدير,Export allowed,34031100
1899,مسموح التصدير,Export allowed,34031900
1900,مسموح التصدير,Export allowed,34039100
1901,مسموح التصدير,Export allowed,34039900
1902,مسموح التصدير,Export allowed,34042000
1903,مسموح التصدير,Export allowed,34049000
1904,مسموح التصدير,Export allowed,34051000
1905,مسموح التصدير,Export allowed,34052000
1906,مسموح التصدير,Export allowed,34053000
1907,مسموح التصدير,Export allowed,34054000
1908,مسموح التصدير,Export allowed,34059000
1909,مسموح التصدير,Export allowed,34060000
1910,مسموح التصدير,Export allowed,34070000
1911,مسموح التصدير,Export allowed,35011000
1912,مسموح التصدير,Export allowed,35019000
1913,مسموح التصدير,Export allowed,35021100
1914,مسموح التصدير,Export allowed,35021900
1915,مسموح التصدير,Export allowed,35022000
1916,مسموح التصدير,Export allowed,35029000
1917,مسموح التصدير,Export allowed,35030000
1918,مسموح التصدير,Export allowed,35040000
1919,مسموح التصدير,Export allowed,35051000
1920,مسموح التصدير,Export allowed,35052000
1921,مسموح التصدير,Export allowed,35061000
1922,مسموح التصدير,Export allowed,35069100
1923,مسموح التصدير,Export allowed,35069900
1924,مسموح التصدير,Export allowed,35071000
1925,مسموح التصدير,Export allowed,35079000
1926,مسموح التصدير,Export allowed,36010000
1927,مسموح التصدير,Export allowed,36020000
1928,مسموح التصدير,Export allowed,36031000
1929,مسموح التصدير,Export allowed,36032000
1930,مسموح التصدير,Export allowed,36033000
1931,مسموح التصدير,Export allowed,36034000
1932,مسموح التصدير,Export allowed,36035000
1933,مسموح التصدير,Export allowed,36036000
1934,مسموح التصدير,Export allowed,36041000
1935,مسموح التصدير,Export allowed,36049000
1936,ممنوع التصدير,Export allowed,36050000
1937,مسموح التصدير,Export allowed,36061000
1938,مسموح التصدير,Export allowed,36069000
1939,مسموح التصدير,Export allowed,37011000
1940,مسموح التصدير,Export allowed,37012000
1941,مسموح التصدير,Export allowed,37013000
1942,مسموح التصدير,Export allowed,37019100
1943,مسموح التصدير,Export allowed,37019900
1944,مسموح التصدير,Export allowed,37021000
1945,مسموح التصدير,Export allowed,37023100
1946,مسموح التصدير,Export allowed,37023200
1947,مسموح التصدير,Export allowed,37023900
1948,مسموح التصدير,Export allowed,37024100
1949,مسموح التصدير,Export allowed,37024200
1950,مسموح التصدير,Export allowed,37024300
1951,مسموح التصدير,Export allowed,37024400
1952,مسموح التصدير,Export allowed,37025200
1953,مسموح التصدير,Export allowed,37025300
1954,مسموح التصدير,Export allowed,37025400
1955,مسموح التصدير,Export allowed,37025500
1956,مسموح التصدير,Export allowed,37025600
1957,مسموح التصدير,Export allowed,37029600
1958,مسموح التصدير,Export allowed,37029700
1959,مسموح التصدير,Export allowed,37029800
1960,مسموح التصدير,Export allowed,37031000
1961,مسموح التصدير,Export allowed,37032000
1962,مسموح التصدير,Export allowed,37039000
1963,مسموح التصدير,Export allowed,37040000
1964,مسموح التصدير,Export allowed,37050000
1965,مسموح التصدير,Export allowed,37061000
1966,مسموح التصدير,Export allowed,37069000
1967,مسموح التصدير,Export allowed,37071000
1968,مسموح التصدير,Export allowed,37079000
1969,مسموح التصدير,Export allowed,38011000
1970,مسموح التصدير,Export allowed,38012000
1971,مسموح التصدير,Export allowed,38013000
1972,مسموح التصدير,Export allowed,38019000
1973,ممنوع التصدير,Export allowed,38021000
1974,مسموح التصدير,Export allowed,38029000
1975,مسموح التصدير,Export allowed,38030000
1976,مسموح التصدير,Export allowed,38040000
1977,مسموح التصدير,Export allowed,38051000
1978,مسموح التصدير,Export allowed,38059000
1979,مسموح التصدير,Export allowed,38061000
1980,مسموح التصدير,Export allowed,38062000
1981,مسموح التصدير,Export allowed,38063000
1982,مسموح التصدير,Export allowed,38069000
1983,مسموح التصدير,Export allowed,38070000
1984,مسموح التصدير,Export allowed,38085210
1985,مسموح التصدير,Export allowed,38085220
1986,مسموح التصدير,Export allowed,38085290
1987,مسموح التصدير,Export allowed,38085910
1988,مسموح التصدير,Export allowed,38085920
1989,مسموح التصدير,Export allowed,38085990
1990,مسموح التصدير,Export allowed,38086110
1991,مسموح التصدير,Export allowed,38086120
1992,مسموح التصدير,Export allowed,38086190
1993,مسموح التصدير,Export allowed,38086210
1994,مسموح التصدير,Export allowed,38086220
1995,مسموح التصدير,Export allowed,38086290
1996,مسموح التصدير,Export allowed,38086910
1997,مسموح التصدير,Export allowed,38086920
1998,مسموح التصدير,Export allowed,38086990
1999,مسموح التصدير,Export allowed,38089110
2000,مسموح التصدير,Export allowed,38089120
2001,مسموح التصدير,Export allowed,38089190
2002,مسموح التصدير,Export allowed,38089210
2003,مسموح التصدير,Export allowed,38089220
2004,مسموح التصدير,Export allowed,38089290
2005,مسموح التصدير,Export allowed,38089310
2006,مسموح التصدير,Export allowed,38089320
2007,مسموح التصدير,Export allowed,38089390
2008,مسموح التصدير,Export allowed,38089410
2009,مسموح التصدير,Export allowed,38089420
2010,مسموح التصدير,Export allowed,38089490
2011,مسموح التصدير,Export allowed,38089910
2012,مسموح التصدير,Export allowed,38089920
2013,مسموح التصدير,Export allowed,38089930
2014,مسموح التصدير,Export allowed,38089940
2015,مسموح التصدير,Export allowed,38089990
2016,مسموح التصدير,Export allowed,38091000
2017,مسموح التصدير,Export allowed,38099100
2018,مسموح التصدير,Export allowed,38099200
2019,مسموح التصدير,Export allowed,38099300
2020,مسموح التصدير,Export allowed,38101000
2021,مسموح التصدير,Export allowed,38109000
2022,مسموح التصدير,Export allowed,38111100
2023,مسموح التصدير,Export allowed,38111900
2024,مسموح التصدير,Export allowed,38112100
2025,مسموح التصدير,Export allowed,38112900
2026,مسموح التصدير,Export allowed,38119000
2027,مسموح التصدير,Export allowed,38121000
2028,مسموح التصدير,Export allowed,38122000
2029,مسموح التصدير,Export allowed,38123100
2030,مسموح التصدير,Export allowed,38123900
2031,مسموح التصدير,Export allowed,38130000
2032,مسموح التصدير,Export allowed,38140000
2033,مسموح التصدير,Export allowed,38151100
2034,مسموح التصدير,Export allowed,38151200
2035,مسموح التصدير,Export allowed,38151900
2036,مسموح التصدير,Export allowed,38159000
2037,مسموح التصدير,Export allowed,38160000
2038,مسموح التصدير,Export allowed,38170000
2039,مسموح التصدير,Export allowed,38180000
2040,مسموح التصدير,Export allowed,38190000
2041,مسموح التصدير,Export allowed,38200000
2042,مسموح التصدير,Export allowed,38210000
2043,مسموح التصدير,Export allowed,38221100
2044,مسموح التصدير,Export allowed,38221200
2045,مسموح التصدير,Export allowed,38221300
2046,مسموح التصدير,Export allowed,38221900
2047,مسموح التصدير,Export allowed,38229000
2048,مسموح التصدير,Export allowed,38231100
2049,مسموح التصدير,Export allowed,38231200
2050,مسموح التصدير,Export allowed,38231300
2051,مسموح التصدير,Export allowed,38231900
2052,مسموح التصدير,Export allowed,38237000
2053,مسموح التصدير,Export allowed,38241000
2054,مسموح التصدير,Export allowed,38243000
2055,مسموح التصدير,Export allowed,38244000
2056,مسموح التصدير,Export allowed,38245000
2057,مسموح التصدير,Export allowed,38246000
2058,مسموح التصدير,Export allowed,38248100
2059,مسموح التصدير,Export allowed,38248200
2060,مسموح التصدير,Export allowed,38248300
2061,مسموح التصدير,Export allowed,38248400
2062,مسموح التصدير,Export allowed,38248500
2063,مسموح التصدير,Export allowed,38248600
2064,مسموح التصدير,Export allowed,38248700
2065,مسموح التصدير,Export allowed,38248800
2066,مسموح التصدير,Export allowed,38248900
2067,مسموح التصدير,Export allowed,38249100
2068,مسموح التصدير,Export allowed,38249200
2069,مسموح التصدير,Export allowed,38249900
2070,مسموح التصدير,Export allowed,38251000
