id,id_importfee_id
1011,39235000
1012,39239000
1013,39249000
1014,39261000
1015,39262010
1016,39262090
1017,39263000
1018,39269010
1019,39269020
1020,39269030
1021,39269040
1022,39269050
1023,39269060
1024,39269070
1025,39269091
1026,39269092
1027,39269099
1028,40011000
1029,40012100
1030,40021100
1031,40021910
1032,40021990
1033,40022090
1034,40023190
1035,40024910
1036,40025910
1037,40026010
1038,40027010
1039,40027090
1040,40028010
1041,40029910
1042,40029990
1043,40030010
1044,40030090
1045,40051000
1046,40052000
1047,40059100
1048,40059900
1049,40069000
1050,40070000
1051,40081100
1052,40081900
1053,40082100
1054,40082900
1055,40091100
1056,40091200
1057,40092100
1058,40092200
1059,40093100
1060,40093200
1061,40094100
1062,40094200
1063,40101100
1064,40101200
1065,40101900
1066,40103100
1067,40103200
1068,40103300
1069,40103600
1070,40103900
1071,40111000
1072,40112000
1073,40113000
1074,40114000
1075,40115000
1076,40117000
1077,40118000
1078,40119000
1079,40121100
1080,40121300
1081,40131000
1082,40132000
1083,40139000
1084,40141000
1085,40149000
1086,40151200
1087,40159000
1088,40169100
1089,40169200
1090,40169300
1091,40169400
1092,40169910
1093,40169920
1094,40169990
1095,40170010
1096,40170020
1097,41012000
1098,41015000
1099,41019000
1100,41021000
1101,41022100
1102,41022900
1103,44011100
1104,44011200
1105,44034900
1106,44071100
1107,44071900
1108,44072200
1109,44072700
1110,44072800
1111,44072900
1112,44079100
1113,44079200
1114,44079500
1115,44079900
1116,44083900
1117,44089000
1118,44101110
1119,44101120
1120,44101190
1121,44101200
1122,44109000
1123,44111200
1124,44111300
1125,44111400
1126,44119200
1127,44119300
1128,44119400
1129,44121000
1130,44123100
1131,44123300
1132,44123400
1133,44123900
1134,44124100
1135,44124200
1136,44124900
1137,44125100
1138,44125200
1139,44125900
1140,44129100
1141,44129200
1142,44129900
1143,44130000
1144,44170000
1145,44219920
1146,44219930
1147,45031000
1148,47020000
1149,47031100
1150,47031900
1151,47032100
1152,47032900
1153,47042100
1154,47062000
1155,47069100
1156,47069200
1157,47079000
1158,48010000
1159,48021000
1160,48022000
1161,48024000
1162,48025400
1163,48025500
1164,48025600
1165,48025700
1166,48025800
1167,48026100
1168,48026200
1169,48026900
1170,48030000
1171,48041100
1172,48041900
1173,48042100
1174,48042900
1175,48043100
1176,48043900
1177,48044100
1178,48044900
1179,48045100
1180,48045200
1181,48045900
1182,48051100
1183,48051200
1184,48051900
1185,48052400
1186,48052500
1187,48053000
1188,48054000
1189,48055000
1190,48059100
1191,48059200
1192,48059300
1193,48061000
1194,48062000
1195,48063000
1196,48064000
1197,48070000
1198,48081000
1199,48084000
1200,48089000
1201,48092000
1202,48099000
1203,48101300
1204,48101400
1205,48101900
1206,48102200
1207,48102900
1208,48103100
1209,48103900
1210,48109200
1211,48109900
1212,48111000
1213,48114100
1214,48114900
1215,48115100
1216,48115900
1217,48116000
1218,48119000
1219,48120000
1220,48162000
1221,48169000
1222,48185000
1223,48189010
1224,48191000
1225,48192000
1226,48193000
1227,48194000
1228,48201000
1229,48202000
1230,48203000
1231,48204000
1232,48211000
1233,48219000
1234,48221000
1235,48232000
1236,48234000
1237,48239010
1238,48239090
1239,49011000
1240,49019100
1241,49019900
1242,49081000
1243,49089000
1244,49111000
1245,50060000
1246,51062000
1247,51072000
1248,51081000
1249,51082000
1250,51091000
1251,51099000
1252,51100000
1253,51111100
1254,51111900
1255,51112000
1256,51119000
1257,51121100
1258,51121900
1259,51122000
1260,51123000
1261,51129000
1262,51130000
1263,52010000
1264,52030000
1265,52041100
1266,52041900
1267,52042000
1268,52051100
1269,52051200
1270,52051300
1271,52051500
1272,52052100
1273,52052200
1274,52052300
1275,52052400
1276,52052600
1277,52053100
1278,52053200
1279,52053300
1280,52054100
1281,52054200
1282,52054400
1283,52054600
1284,52054700
1285,52054800
1286,52061400
1287,52062200
1288,52062400
1289,52064400
1290,52071000
1291,52079000
1292,52081100
1293,52081300
1294,52081900
1295,52082100
1296,52082300
1297,52082900
1298,52083100
1299,52083200
1300,52083900
1301,52084200
1302,52084900
1303,52085100
1304,52085200
1305,52085900
1306,52091100
1307,52091900
1308,52092100
1309,52092200
1310,52092900
1311,52093100
1312,52093200
1313,52093900
1314,52094200
1315,52094300
1316,52094900
1317,52095900
1318,52101100
1319,52101900
1320,52102900
1321,52103900
1322,52104900
1323,52105900
1324,52111200
1325,52111900
1326,52113100
1327,52113900
1328,52114100
1329,52114200
1330,52114300
1331,52114900
1332,52115100
1333,52115200
1334,52115900
1335,52121100
1336,52121200
1337,52121300
1338,52121400
1339,52121500
1340,52122300
1341,52122400
1342,52122500
1343,53012900
1344,53021000
1345,53031000
1346,53050000
1347,53062000
1348,53071000
1349,53072000
1350,53089000
1351,53091100
1352,53091900
1353,53092900
1354,53101000
1355,53110000
1356,54011000
1357,54012000
1358,54021100
1359,54021900
1360,54022000
1361,54023100
1362,54023200
1363,54023300
1364,54023400
1365,54023900
1366,54024400
1367,54024500
1368,54024600
1369,54024700
1370,54024800
1371,54024900
1372,54025100
1373,54025200
1374,54025300
1375,54025900
1376,54026100
1377,54026200
1378,54026300
1379,54026900
1380,54031000
1381,54033100
1382,54033200
1383,54033900
1384,54034100
1385,54034900
1386,54041100
1387,54041200
1388,54041900
1389,54049000
1390,54050000
1391,54060000
1392,54072000
1393,54073000
1394,54074200
1395,54074300
1396,54074400
1397,54075100
1398,54075200
1399,54075300
1400,54075400
1401,54076100
1402,54076900
1403,54077100
1404,54077200
1405,54077300
1406,54077400
1407,54078100
1408,54078200
1409,54078300
1410,54078400
1411,54079100
1412,54079200
1413,54079300
1414,54079400
1415,54081000
1416,54082200
1417,54082300
1418,54083200
1419,54083300
1420,55011100
1421,55011900
1422,55013000
1423,55021000
1424,55031100
1425,55032000
1426,55034000
1427,55039000
1428,55049000
1429,55063000
1430,55081000
1431,55082000
1432,55092100
1433,55092200
1434,55093100
1435,55093200
1436,55094100
1437,55094200
1438,55095100
1439,55095200
1440,55095300
1441,55095900
1442,55096100
1443,55096900
1444,55099900
1445,55101100
1446,55101200
1447,55102000
1448,55103000
1449,55109000
1450,55111000
1451,55113000
1452,55121100
1453,55121900
1454,55129900
1455,55131900
1456,55132100
1457,55132300
1458,55132900
1459,55133900
1460,55134100
1461,55134900
1462,55141100
1463,55141200
1464,55141900
1465,55142300
1466,55142900
1467,55144100
1468,55144900
1469,55151100
1470,55151200
1471,55151300
1472,55151900
1473,55152100
1474,55152900
1475,55159100
1476,55159900
1477,55161100
1478,55161200
1479,55161300
1480,55161400
1481,55162100
1482,55162200
1483,55162400
1484,55164400
1485,55169200
1486,56012100
1487,56012200
1488,56012900
1489,56021000
1490,56031100
1491,56031200
1492,56031300
1493,56031400
1494,56039100
1495,56039200
1496,56039300
1497,56039400
1498,56041000
1499,56049000
1500,56050000
1501,56060000
1502,56072100
1503,56072900
1504,56074100
1505,56075000
1506,56079000
1507,56081100
1508,56090000
1509,58011000
1510,58012100
1511,58012200
1512,58013200
1513,58019000
1514,58021000
1515,58022000
1516,58041000
1517,58042100
1518,58042900
1519,58043000
1520,58061000
1521,58062000
1522,58063100
1523,58063200
1524,58063900
1525,58064000
1526,58071000
1527,58079000
1528,58081000
1529,58089000
1530,58090000
1531,58101000
1532,58109100
1533,58109200
1534,58109900
1535,58110000
1536,59011000
1537,59019000
1538,59022000
1539,59031000
1540,59032000
1541,59039000
1542,59061000
1543,59069100
1544,59069900
1545,59070000
1546,59090000
1547,59100000
1548,59111000
1549,59112000
1550,59113100
1551,59113200
1552,59114000
1553,59119000
1554,60011000
1555,60012100
1556,60012200
1557,60012900
1558,60019100
1559,60019200
1560,60019900
1561,60024000
1562,60029000
1563,60033000
1564,60041000
1565,60049000
1566,60052100
1567,60052200
1568,60052300
1569,60052400
1570,60053900
1571,60054100
1572,60054200
1573,60054400
1574,60059000
1575,60061000
1576,60062100
1577,60062200
1578,60062300
1579,60062400
1580,60063100
1581,60063200
1582,60063300
1583,60063400
1584,60064200
1585,60064300
1586,60064400
1587,60069000
1588,61151000
1589,63072000
1590,63079000
1591,64061000
1592,64069000
1593,65061000
1594,68041000
1595,68042100
1596,68042200
1597,68042300
1598,68043000
1599,68051000
1600,68052000
1601,68053000
1602,68061000
1603,68062000
1604,68069000
1605,68071000
1606,68079000
1607,68080000
1608,68099010
1609,68129900
1610,68132000
1611,68138100
1612,68138900
1613,68141000
1614,69010000
1615,69021000
1616,69022000
1617,69029000
1618,69031000
1619,69032000
1620,69039000
1621,69072100
1622,69072200
1623,69072300
1624,69073000
1625,69074000
1626,69091100
1627,69091900
1628,69101000
1629,69149010
1630,70010000
1631,70021000
1632,70022000
1633,70023100
1634,70023200
1635,70023900
1636,70031200
1637,70031900
1638,70032000
1639,70049000
1640,70051000
1641,70052100
1642,70052900
1643,70053000
1644,70071110
1645,70071190
1646,70071900
1647,70072190
1648,70072900
1649,70080000
1650,70091010
1651,70091090
1652,70101000
1653,70102000
1654,70109000
1655,70119000
1656,70132800
1657,70133700
1658,70134200
1659,70134900
1660,70139900
1661,70140090
1662,70171000
1663,70172000
1664,70179000
1665,70181000
1666,70182000
1667,70189000
1668,70191100
1669,70191200
1670,70191400
1671,70191500
1672,70191900
1673,70196100
1674,70196200
1675,70196300
1676,70196400
1677,70196500
1678,70196600
1679,70196900
1680,70197100
1681,70197200
1682,70197300
1683,70198000
1684,70199000
1685,70200010
1686,70200020
1687,70200030
1688,71069200
1689,72021100
1690,72021900
1691,72022100
1692,72022900
1693,72023000
1694,72024100
1695,72024900
1696,72027000
1697,72029100
1698,72029200
1699,72029900
1700,72031000
1701,72041000
1702,72044100
1703,72044900
1704,72051000
1705,72052900
1706,72071900
1707,72072000
1708,72081000
1709,72082500
1710,72082600
1711,72082700
1712,72083600
1713,72083700
1714,72083800
1715,72083900
1716,72084000
1717,72085100
1718,72085200
1719,72085300
1720,72085400
1721,72089000
1722,72091500
1723,72091600
1724,72091700
1725,72091800
1726,72092500
1727,72092600
1728,72092700
1729,72092800
1730,72099000
1731,72101100
1732,72101200
1733,72103000
1734,72104100
1735,72104900
1736,72106100
1737,72107000
1738,72109000
1739,72111300
1740,72111400
1741,72111900
1742,72112900
1743,72119000
1744,72122000
1745,72123000
1746,72124000
1747,72125000
1748,72126000
1749,72141000
1750,72149100
1751,72149900
1752,72151000
1753,72155000
1754,72159000
1755,72161000
1756,72162100
1757,72162200
1758,72163100
1759,72163200
1760,72163300
1761,72164000
1762,72165000
1763,72166100
1764,72166900
1765,72169100
1766,72169900
1767,72171000
1768,72172000
1769,72173000
1770,72179000
1771,72189100
1772,72189900
1773,72191200
1774,72191300
1775,72191400
1776,72192100
1777,72192200
1778,72192300
1779,72193100
1780,72193200
1781,72193300
1782,72193400
1783,72193500
1784,72199000
1785,72202000
1786,72209000
1787,72221100
1788,72221900
1789,72222000
1790,72223000
1791,72224000
1792,72230000
1793,72249000
1794,72251100
1795,72253000
1796,72254000
1797,72255000
1798,72259100
1799,72259900
1800,72261100
1801,72261900
1802,72269200
1803,72269900
1804,72283000
1805,72285000
1806,72286000
1807,72287000
1808,72292000
1809,72299000
1810,73012000
1811,73021000
1812,73024000
1813,73029000
1814,73030000
1815,73041100
1816,73041900
1817,73042200
1818,73042300
1819,73042900
1820,73043100
1821,73043900
1822,73044100
1823,73044900
1824,73045100
1825,73045900
1826,73049000
1827,73051100
1828,73053900
1829,73059000
1830,73061100
1831,73061900
1832,73062100
1833,73062900
1834,73064000
1835,73065000
1836,73069000
1837,73071100
1838,73071900
1839,73072100
1840,73072200
1841,73072300
1842,73072900
1843,73079100
1844,73079200
1845,73079300
1846,73079900
1847,73081000
1848,73082000
1849,73083000
1850,73089000
1851,73090000
1852,73101000
1853,73102100
1854,73102900
1855,73110000
1856,73121000
1857,73129000
1858,73143900
1859,73151100
1860,73151200
1861,73152000
1862,73158100
1863,73158200
1864,73158900
1865,73159000
1866,73160000
1867,73170000
1868,73181100
1869,73181200
1870,73181300
1871,73181400
1872,73181500
1873,73181600
1874,73181900
1875,73182100
1876,73182200
1877,73182300
1878,73182400
1879,73182900
1880,73194000
1881,73199000
1882,73201000
1883,73202000
1884,73209000
1885,73219000
1886,73221100
1887,73221900
1888,73229000
1889,73239300
1890,73239400
1891,73239900
1892,73241000
1893,73249000
1894,73251000
1895,73259100
1896,73259900
1897,73261100
1898,73262000
1899,73269000
1900,74010000
1901,74031100
1902,74031200
1903,74031300
1904,74031900
1905,74032100
1906,74032200
1907,74032900
1908,74050000
1909,74061000
1910,74062000
1911,74071000
1912,74072100
1913,74072900
1914,74081100
1915,74081900
1916,74082100
1917,74082900
1918,74091100
1919,74091900
1920,74092100
1921,74092900
1922,74093100
1923,74094000
1924,74099000
1925,74101100
1926,74101200
1927,74102200
1928,74111000
1929,74112200
1930,74112900
1931,74121000
1932,74122000
1933,74152100
1934,74152900
1935,74153300
1936,74153900
1937,74198940
1938,75021000
1939,75022000
1940,75040000
1941,75061000
1942,75062000
1943,76011000
1944,76012000
1945,76031000
1946,76032000
1947,76041000
1948,76042100
1949,76042900
1950,76051100
1951,76052100
1952,76052900
1953,76061100
1954,76069100
1955,76069200
1956,76071100
1957,76071900
1958,76072000
1959,76081000
1960,76082000
1961,76090000
1962,76101000
1963,76109000
1964,76110000
1965,76121000
1966,76129000
1967,76130000
1968,76151000
1969,76152000
1970,76161000
1971,76169910
1972,78019900
1973,78041900
1974,78060010
1975,79011100
1976,79011200
1977,79012000
1978,79031000
1979,79050000
1980,79070010
1981,80011000
1982,80012000
1983,80030000
1984,80070010
1985,81041100
1986,81041900
1987,82011000
1988,82013000
1989,82014000
1990,82015000
1991,82016000
1992,82019000
1993,82021000
1994,82022000
1995,82023100
1996,82023900
1997,82024000
1998,82029100
1999,82029900
2000,82031000
2001,82032000
2002,82033000
2003,82034000
2004,82041100
2005,82041200
2006,82042000
2007,82051000
2008,82052000
2009,82053000
2010,82054000
2011,82055100
2012,82055900
2013,82056000
2014,82057000
2015,82058000
2016,82059000
2017,82060000
2018,82071300
2019,82071900
2020,82072000
2021,82073000
2022,82074000
2023,82075000
2024,82076000
2025,82077000
2026,82078000
2027,82079000
2028,82081000
2029,82082000
2030,82083000
2031,82084000
2032,82089000
2033,82090000
2034,82119310
2035,82119390
2036,82119400
2037,82119500
2038,82121000
2039,82122000
2040,82129000
2041,82130000
2042,82141000
2043,82149010
2044,83011000
2045,83012000
2046,83013000
2047,83014000
2048,83015000
2049,83016000
2050,83017000
2051,83021000
2052,83022000
2053,83023000
2054,83024100
2055,83024200
2056,83024900
2057,83026000
2058,83030000
2059,83051000
2060,83052000
2061,83059000
2062,83071000
2063,83079000
2064,83081000
2065,83082000
2066,83089000
2067,83091000
2068,83099000
2069,83111000
2070,83112000
2071,83113000
2072,83119000
2073,84021100
2074,84021200
2075,84021900
2076,84022000
2077,84029000
2078,84031000
2079,84039000
2080,84041010
2081,84041020
2082,84042000
2083,84049010
2084,84049020
2085,84051000
2086,84059000
2087,84068100
2088,84069000
2089,84071000
2090,84072100
2091,84072900
2092,84073100
2093,84073200
2094,84073300
2095,84073410
2096,84073490
2097,84079000
2098,84081000
2099,84082000
2100,84089000
2101,84091000
2102,84099100
2103,84099900
2104,84109000
2105,84111100
2106,84112100
2107,84118200
2108,84119100
2109,84119900
2110,84122100
2111,84122900
2112,84123100
2113,84123900
2114,84128000
2115,84129000
2116,84131100
2117,84131900
2118,84132000
2119,84133000
2120,84134000
2121,84135000
2122,84136000
2123,84138100
2124,84138200
2125,84139100
2126,84139200
2127,84141000
2128,84142000
2129,84143000
2130,84144000
2131,84145910
2132,84148000
2133,84149000
2134,84151010
2135,84152010
2136,84158210
2137,84159090
2138,84161000
