"id","created_at","material","name","band","clearanceFeeExport","priceImport","clearanceFee","priceFull","type","priceExport","note","","",""
"93077","6/8/2025","[25249000] حرير صخري (غ م س)","حرير صخري (غ م س)","25249000","2","20","7","27","وزن","0","","","",""
"93078","6/8/2025","[25251000] ميكا خام و ميكا مقطعة  صفائح أو رقائق غير منتظمة.","ميكا خام و ميكا مقطعة  صفائح أو رقائق غير منتظمة.","25251000","2","5","2","7","وزن","0","","","",""
"93079","6/8/2025","[25252000] مسحوق ميكا.","مسحوق ميكا.","25252000","2","5","2","7","وزن","0","","","",""
"93080","6/8/2025","[25253000] فضلات ميكا.","فضلات ميكا.","25253000","2","5","2","7","وزن","0","","","",""
"93081","6/8/2025","[25261000] ستياتيت طبيعي (حجر دهني)، وإن كان مشذباً تشـــذيباً أولياً....، غير مجروشة ولامسحوقة","ستياتيت طبيعي (حجر دهني)، وإن كان مشذباً تشـــذيباً أولياً....، غير مجروشة ولامسحوقة","25261000","2","5","2","7","وزن","0","","","",""
"93082","6/8/2025","[25262000] ستياتيت طبيعي (حجر دهني)، مجروشة أو مسحوقة","ستياتيت طبيعي (حجر دهني)، مجروشة أو مسحوقة","25262000","2","5","2","7","وزن","0","","","",""
"93083","6/8/2025","[25280000] بورات طـبـيـعـيـة ومـركـزاتـهــا(وإن كـانـت مكلسة)، باستثناء البورات المستخلصة من مياه مالحة طبيعية؛ حمض بوريك طبيعي محتوي على نسبة لاتزيد عن85% من حمض البوريكH3BO3 محسوباً على أساس المنتج الجاف.","بورات طـبـيـعـيـة ومـركـزاتـهــا(وإن كـانـت مكلسة)، باستثناء البورات المستخلصة من مياه مالحة طبيعية؛ حمض بوريك طبيعي محتوي على نسبة لاتزيد عن85% من حمض البوريكH3BO3 محسوباً على أساس المنتج الجاف.","25280000","2","5","2","7","وزن","0","","","",""
"93084","6/8/2025","[25291000] فلدسبار ""Feldspar""","فلدسبار ""Feldspar""","25291000","2","5","2","7","وزن","0","","","",""
"93085","6/8/2025","[25292100] محتو على 97% وزناً أو أقل من فلوريد الكالسيوم","محتو على 97% وزناً أو أقل من فلوريد الكالسيوم","25292100","2","5","2","7","وزن","0","","","",""
"93086","6/8/2025","[25292200] محتو على أكثر من 97% وزناً من فلوريد الكالسيوم","محتو على أكثر من 97% وزناً من فلوريد الكالسيوم","25292200","2","5","2","7","وزن","0","","","",""
"93087","6/8/2025","[25293000] ليوسيت ونفيلين ونفيلين سيينيت:","ليوسيت ونفيلين ونفيلين سيينيت:","25293000","2","5","2","7","وزن","0","","","",""
"93088","6/8/2025","[25301000] فرميكوليت وبرليت  و كلوريت غير ممدة","فرميكوليت وبرليت  و كلوريت غير ممدة","25301000","2","5","2","7","وزن","0","","","",""
"93089","6/8/2025","[25302000] كيزيرايت ""Kieserite "" أبسوميت (كبريتات المغنيزيوم الطبيعي""epsomite"")","كيزيرايت ""Kieserite "" أبسوميت (كبريتات المغنيزيوم الطبيعي""epsomite"")","25302000","2","5","2","7","وزن","0","","","",""
"93090","6/8/2025","[25309000] مواد معدنية أخر (غ.م.س)","مواد معدنية أخر (غ.م.س)","25309000","2","5","2","7","وزن","0","","","",""
"93091","6/8/2025","[26011100] خامات حديد ومركزاتها(عدا بيريت الحديدالمحمص) ,غير مكتلة","خامات حديد ومركزاتها(عدا بيريت الحديدالمحمص) ,غير مكتلة","26011100","2","5","2","7","وزن","0","","","",""
"93092","6/8/2025","[26011200] خامات حديد ومركزاتها(عدا بيريت الحديدالمحمص) ,مكتلة","خامات حديد ومركزاتها(عدا بيريت الحديدالمحمص) ,مكتلة","26011200","2","5","2","7","وزن","0","","","",""
"93093","6/8/2025","[26012000] بيريت حديد محمص(رماد البيريت)","بيريت حديد محمص(رماد البيريت)","26012000","2","5","2","7","وزن","0","","","",""
"93094","6/8/2025","[26020000] خامات منغنيز ومركزاتها,بمافيهاخامات المنغنيز الحديديةومركزاتهاالمحتوية..","خامات منغنيز ومركزاتها,بمافيهاخامات المنغنيز الحديديةومركزاتهاالمحتوية..","26020000","2","5","2","7","وزن","0","","","",""
"93095","6/8/2025","[26030000] خامات نحاس ومركزاتها.","خامات نحاس ومركزاتها.","26030000","2","5","2","7","وزن","0","","","",""
"93096","6/8/2025","[26040000] خامات نيكل ومركزاتها.","خامات نيكل ومركزاتها.","26040000","2","5","2","7","وزن","0","","","",""
"93097","6/8/2025","[26050000] خامات كوبلت ومركزاتها.","خامات كوبلت ومركزاتها.","26050000","2","5","2","7","وزن","0","","","",""
"93098","6/8/2025","[26060000] خامات ألومينيوم ومركزاتها.","خامات ألومينيوم ومركزاتها.","26060000","2","5","2","7","وزن","0","","","",""
"93099","6/8/2025","[26070000] خامات رصاص ومركزاتها.","خامات رصاص ومركزاتها.","26070000","2","5","2","7","وزن","0","","","",""
"93100","6/8/2025","[26080000] خامات زنك (توتياء) ومركزاتها.","خامات زنك (توتياء) ومركزاتها.","26080000","2","5","2","7","وزن","0","","","",""
"93101","6/8/2025","[26090000] خامات قصدير ومركزاتها.","خامات قصدير ومركزاتها.","26090000","2","5","2","7","وزن","0","","","",""
"93102","6/8/2025","[26100000] خامات كروم ومركزاتها.","خامات كروم ومركزاتها.","26100000","2","5","2","7","وزن","0","","","",""
"93103","6/8/2025","[26110000] خامات تنغستين ومركزاتها.","خامات تنغستين ومركزاتها.","26110000","2","5","2","7","وزن","0","","","",""
"93104","6/8/2025","[26121000] خامات يورانيوم  ومركزاتها.","خامات يورانيوم  ومركزاتها.","26121000","2","5","2","7","وزن","0","","","",""
"93105","6/8/2025","[26122000] خامات ثوريوم  ومركزاتها.","خامات ثوريوم  ومركزاتها.","26122000","2","5","2","7","وزن","0","","","",""
"93106","6/8/2025","[26131000] خامات مولبدنيوم ومركزاتها, محمصة","خامات مولبدنيوم ومركزاتها, محمصة","26131000","2","5","2","7","وزن","0","","","",""
"93107","6/8/2025","[26139000] خامات مولبدنيوم ومركزاتها,(عداالمحمصة)","خامات مولبدنيوم ومركزاتها,(عداالمحمصة)","26139000","2","5","2","7","وزن","0","","","",""
"93108","6/8/2025","[26140000] خامات تيتانيوم  ومركزاتها.","خامات تيتانيوم  ومركزاتها.","26140000","2","5","2","7","وزن","0","","","",""
"93109","6/8/2025","[26151000] خامات زركونيوم ومركزاتها.","خامات زركونيوم ومركزاتها.","26151000","2","5","2","7","وزن","0","","","",""
"93110","6/8/2025","[26159000] خامات,نيوبيوم,تانتالوم,وفاناديوم,ومركزاتها","خامات,نيوبيوم,تانتالوم,وفاناديوم,ومركزاتها","26159000","2","5","2","7","وزن","0","","","",""
"93111","6/8/2025","[26161000] خامات فضة ومركزاتها.","خامات فضة ومركزاتها.","26161000","2","5","2","7","وزن","0","","","",""
"93112","6/8/2025","[26169000] خامات معادن ثمينة ومركزاتها,(عدا خامات الفضة ومركزاتها)","خامات معادن ثمينة ومركزاتها,(عدا خامات الفضة ومركزاتها)","26169000","2","5","2","7","وزن","0","","","",""
"93113","6/8/2025","[26171000] خامات أنتيموان ومركزاتها.","خامات أنتيموان ومركزاتها.","26171000","2","5","2","7","وزن","0","","","",""
"93114","6/8/2025","[26179000] خامات أخر(غ.م.س) ومركزاتها","خامات أخر(غ.م.س) ومركزاتها","26179000","2","5","2","7","وزن","0","","","",""
"93115","6/8/2025","[26180000] خبث محبحب (خبث رملي) ناتج عن صناعة حديد صب (ظهر) أو الحديد أو الصلب (الفولاذ) .","خبث محبحب (خبث رملي) ناتج عن صناعة حديد صب (ظهر) أو الحديد أو الصلب (الفولاذ) .","26180000","2","15","5","20","وزن","0","","","",""
"93116","6/8/2025","[26190000] خبث وغثاء (غير الخبث ا لمحبحب)? شظايا تطريق ( قشور )  وفضلات أخر من صناعة الحديد أوالصلب","خبث وغثاء (غير الخبث ا لمحبحب)? شظايا تطريق ( قشور )  وفضلات أخر من صناعة الحديد أوالصلب","26190000","2","15","5","20","وزن","0","","","",""
"93117","6/8/2025","[26201100] مخلّفات صلبة ""spelter"" ناتجة عن عملية الغلفنة بالزنك ""مات الغلفنة""","مخلّفات صلبة ""spelter"" ناتجة عن عملية الغلفنة بالزنك ""مات الغلفنة""","26201100","2","5","2","7","وزن","0","","","",""
"93118","6/8/2025","[26201900] خبث و رماد وبقايا تحتوي على زنك بصورة رئيسية,(عدا مات الغلفنة)","خبث و رماد وبقايا تحتوي على زنك بصورة رئيسية,(عدا مات الغلفنة)","26201900","2","15","5","20","وزن","0","","","",""
"93119","6/8/2025","[26202100] أوحال البانزين المحتوي على رصاص وأوحال المركبات المانعة للخبط المحتوية على رصاص","أوحال البانزين المحتوي على رصاص وأوحال المركبات المانعة للخبط المحتوية على رصاص","26202100","2","5","2","7","وزن","0","","","",""
"93120","6/8/2025","[26202900] خبث و رماد وبقايا محتوية بصورة رئيسية على رصاص,(غ.م.س)","خبث و رماد وبقايا محتوية بصورة رئيسية على رصاص,(غ.م.س)","26202900","2","15","5","20","وزن","0","","","",""
"93121","6/8/2025","[26203000] خبث و رماد وبقايا محتوية بصورة رئيسية على نحاس","خبث و رماد وبقايا محتوية بصورة رئيسية على نحاس","26203000","2","15","5","20","وزن","0","","","",""
"93122","6/8/2025","[26204000] خبث و رماد وبقايا محتوية بصورة رئيسية على المنيوم","خبث و رماد وبقايا محتوية بصورة رئيسية على المنيوم","26204000","2","15","5","20","وزن","0","","","",""
"93123","6/8/2025","[26206000] بقايامحتويةعلىزرنيخ أوزئبق أوثاليوم..,من النوع المستعمل في استخراج الزرنيخ أو..أوفي..","بقايامحتويةعلىزرنيخ أوزئبق أوثاليوم..,من النوع المستعمل في استخراج الزرنيخ أو..أوفي..","26206000","2","5","2","7","وزن","0","","","",""
"93124","6/8/2025","[26209100] خبث و رمادوبقايا,محتوية على أنتيموان أو بيريليوم أو كادميوم أو كروم أو مخاليطها","خبث و رمادوبقايا,محتوية على أنتيموان أو بيريليوم أو كادميوم أو كروم أو مخاليطها","26209100","2","15","5","20","وزن","0","","","",""
"93125","6/8/2025","[26209900] خبث و رماد وبقايا(عدا مخلفات صناعتي الحديد والصلب),تحتوي على معادن أو مركباتها,(غ.م.س)","خبث و رماد وبقايا(عدا مخلفات صناعتي الحديد والصلب),تحتوي على معادن أو مركباتها,(غ.م.س)","26209900","2","15","5","20","وزن","0","","","",""
"93126","6/8/2025","[26211000] رماد وبقايا ناتجة عن حرق فضلات البلديات","رماد وبقايا ناتجة عن حرق فضلات البلديات","26211000","2","5","2","7","وزن","0","","","",""
"93127","6/8/2025","[26219000] خبث ورماد أخر,بما في ذلك رماد عشب البحر","خبث ورماد أخر,بما في ذلك رماد عشب البحر","26219000","2","15","5","20","وزن","0","","","",""
"93128","6/8/2025","[27011100] فحم حجري وإن كان مسحوقاً ,غير مكتل من نوع أنتراسيت ""anthracite"".","فحم حجري وإن كان مسحوقاً ,غير مكتل من نوع أنتراسيت ""anthracite"".","27011100","2","5","2","7","وزن","0","","","",""
"93129","6/8/2025","[27011200] فحم حجري وإن كان مسحوقاً ,غير مكتل من نوع فحم حجري قاري.","فحم حجري وإن كان مسحوقاً ,غير مكتل من نوع فحم حجري قاري.","27011200","2","5","2","7","وزن","0","","","",""
"93130","6/8/2025","[27011900] فحم حجري أخر وإن كان مسحوقاً ,غير مكتل","فحم حجري أخر وإن كان مسحوقاً ,غير مكتل","27011900","2","5","2","7","وزن","0","","","",""
"93131","6/8/2025","[27012000] فحم حجري مكتل قوالب وكرات وما يماثلها من الوقود الصلب المصنوع من الفحم الحجري.","فحم حجري مكتل قوالب وكرات وما يماثلها من الوقود الصلب المصنوع من الفحم الحجري.","27012000","2","5","2","7","وزن","0","","","",""
"93132","6/8/2025","[27021000] ليجنيت(فحم حديث التكوين),وإن كان مسحوقا ولكن غير مكتل,عدا الكهرمان الأسود","ليجنيت(فحم حديث التكوين),وإن كان مسحوقا ولكن غير مكتل,عدا الكهرمان الأسود","27021000","2","5","2","7","وزن","0","","","",""
"93133","6/8/2025","[27022000] ليجنيت(فحم حديث التكوين),مكتل,عداالكهرمــان الأسود","ليجنيت(فحم حديث التكوين),مكتل,عداالكهرمــان الأسود","27022000","2","5","2","7","وزن","0","","","",""
"93134","6/8/2025","[27030000] خنور (طحلب الوقود ""الخث Peat"")?(بما في ذلك ""قش الخنور"")? وإن كان مكتلاً.","خنور (طحلب الوقود ""الخث Peat"")?(بما في ذلك ""قش الخنور"")? وإن كان مكتلاً.","27030000","2","5","2","7","وزن","0","","","",""
"93155","6/8/2025","[27111100] غاز طبيعي مسيل","غاز طبيعي مسيل","27111100","2","55","18","73","وزن","0","","","",""
"93135","6/8/2025","[27040000] فحم مجمر(كوك) أو نصف مجمر من فحم  حجري أو من ليجنيت أو من خنور; فحم معوجات","فحم مجمر(كوك) أو نصف مجمر من فحم  حجري أو من ليجنيت أو من خنور; فحم معوجات","27040000","2","5","2","7","وزن","0","","","",""
"93136","6/8/2025","[27050000] غازفحم حجري ومائي ومولدات وغازات مماثلة,(عدا غازات النفط وغيرها من الهدروكربونات الغازية","غازفحم حجري ومائي ومولدات وغازات مماثلة,(عدا غازات النفط وغيرها من الهدروكربونات الغازية","27050000","2","5","2","7","وزن","0","","","",""
"93137","6/8/2025","[27060000] قطران مقطر من فحم حجري? من ليجنيت أومن خنور? وغيره من القطران معدني وإن كان مقطراً جزئيا","قطران مقطر من فحم حجري? من ليجنيت أومن خنور? وغيره من القطران معدني وإن كان مقطراً جزئيا","27060000","2","5","2","7","وزن","0","","","",""
"93138","6/8/2025","[27071000] بنزول , ناتج عن تقطير قطران الفحم الحجري في درجات حرارة عالية","بنزول , ناتج عن تقطير قطران الفحم الحجري في درجات حرارة عالية","27071000","2","5","2","7","وزن","0","","","",""
"93139","6/8/2025","[27072000] توليول, ناتج عن تقطير قطران الفحم الحجري في درجات حرارة عالية","توليول, ناتج عن تقطير قطران الفحم الحجري في درجات حرارة عالية","27072000","2","5","2","7","وزن","0","","","",""
"93140","6/8/2025","[27073000] زيلول, ناتج عن تقطير قطران  الفحم الحجري في درجات حرارة عالية","زيلول, ناتج عن تقطير قطران  الفحم الحجري في درجات حرارة عالية","27073000","2","5","2","7","وزن","0","","","",""
"93141","6/8/2025","[27074000] نفتالين,ناتج عن تقطير قطران الفحم الحجري في درجات حرارة عالية","نفتالين,ناتج عن تقطير قطران الفحم الحجري في درجات حرارة عالية","27074000","2","20","7","27","وزن","0","","","",""
"93142","6/8/2025","[27075000] مخاليط هيدروكربونات عطرية أخر و التي  يتقطر 65% منها أو أكثر حجماً (بما في ذلك الهدر)عند درجة حرارة 250 مئوية وفقاً لطريقة  ISO 3405 (المعادلة لطريقةASTM D 86  ).","مخاليط هيدروكربونات عطرية أخر و التي  يتقطر 65% منها أو أكثر حجماً (بما في ذلك الهدر)عند درجة حرارة 250 مئوية وفقاً لطريقة  ISO 3405 (المعادلة لطريقةASTM D 86  ).","27075000","2","20","7","27","وزن","0","","","",""
"93143","6/8/2025","[27079900] زيوت ومنتجات أخر(غ.م.س) ناتجةعن تقطير قطران الفحم الحجري ومنتجات مماثلةيزيد وزن..","زيوت ومنتجات أخر(غ.م.س) ناتجةعن تقطير قطران الفحم الحجري ومنتجات مماثلةيزيد وزن..","27079900","2","20","7","27","وزن","0","","","",""
"93144","6/8/2025","[27081000] زفت من قطران الفحم أو من قطران معدني أخر","زفت من قطران الفحم أو من قطران معدني أخر","27081000","2","5","2","7","وزن","0","","","",""
"93145","6/8/2025","[27082000] زفت مجمر من قطران الفحم أومن قطران معدني أخر","زفت مجمر من قطران الفحم أومن قطران معدني أخر","27082000","2","5","2","7","وزن","0","","","",""
"93146","6/8/2025","[27090000] زيوت  نفط خامية وزيوت متحصل عليها من مواد معدنية  قارية، خاماً.","زيوت  نفط خامية وزيوت متحصل عليها من مواد معدنية  قارية، خاماً.","27090000","2","5","2","7","وزن","0","","","",""
"93147","6/8/2025","[27101200] ارواح النفط الخاصة بالمحركات غازولين ( المعروف محليا بالبنزبن ) بما في ذلك أرواح النفط الخاص بالطائرات","ارواح النفط الخاصة بالمحركات غازولين ( المعروف محليا بالبنزبن ) بما في ذلك أرواح النفط الخاص بالطائرات","27101200","2","55","18","73","وزن","0","","","",""
"93148","6/8/2025","[27101910] زيت الأساس في عبوات غير معدة للبيع بالتجزئة سعة الواحدة منها 20 ليتر فما فوق.","زيت الأساس في عبوات غير معدة للبيع بالتجزئة سعة الواحدة منها 20 ليتر فما فوق.","27101910","2","30","10","40","وزن","0","","","",""
"93149","6/8/2025","[27101991] زيوت نفط ( فيول ) ","زيوت نفط ( فيول ) ضمن صهاريج","27101991","2","30","10","40","وزن","0","","","",""
"93150","6/8/2025","[27101993] زيوت نفط (كيروسين-زيت كاز)زيوت متحصل عليها من الفلزات القارية (عدا الخامية)","زيوت نفط (كيروسين-زيت كاز)زيوت متحصل عليها من الفلزات القارية (عدا الخامية) ","27101993","2","55","18","73","وزن","0","","","",""
"93151","6/8/2025","[27101994] زيوت نفط (مازوت) وزيوت متحصل عليها من الفلزات القارية (عدا الخامية) ","زيوت نفط (مازوت) وزيوت متحصل عليها من الفلزات القارية (عدا الخامية)","27101994","2","55","18","73","وزن","0","","","",""
"93152","6/8/2025","[27101995] زيوت نفط (مشحمات و زيوت محركات)زيوت متحصل عليها من الفلزات القارية (عدا الخامية) ومحضرات غير مذكورة ...(غ م س)","زيوت نفط (مشحمات و زيوت محركات)زيوت متحصل عليها من الفلزات القارية (عدا الخامية) ومحضرات غير مذكورة ...(غ م س)","27101995","2","150","50","200","وزن","0","","","",""
"93153","6/8/2025","[27101999] غيرها من زيوت النفط المتحصل عليها من الفلزات القارية ( عدا الخامية )","غيرها من زيوت النفط المتحصل عليها من الفلزات القارية ( عدا الخامية )","27101999","2","150","50","200","وزن","0","","","",""
"93154","6/8/2025","[27102000] زيوت نفط وزيوت متحصل عليها من الفلزات القارية (عدا الخامية) ومحضرات غير مذكورة ولا داخلة في مكان آخر, محتوية على 70% وزناً أو أكثر من زيوت نفط او زيوت متحصل عليها من الفلزات القارية على أن تكون هذه الزيوت العنصر الأساسي لهذه المحضرات تحتوي على وقود حيوي, عدا نفايات الزيوت.","زيوت نفط وزيوت متحصل عليها من الفلزات القارية (عدا الخامية) ومحضرات غير مذكورة ولا داخلة في مكان آخر, محتوية على 70% وزناً أو أكثر من زيوت نفط او زيوت متحصل عليها من الفلزات القارية على أن تكون هذه الزيوت العنصر الأساسي لهذه المحضرات تحتوي على وقود حيوي, عدا نفايات الزيوت.","27102000","2","150","50","200","وزن","0","","","",""
"93158","6/8/2025","[27111400] إيثيلين? بروبيلين? بوتيلين? وبوتاديين. مسيلة","إيثيلين? بروبيلين? بوتيلين? وبوتاديين. مسيلة","27111400","2","55","18","73","وزن","0","","","",""
"93159","6/8/2025","[27111900] غازات نفط وهيدروكربونات  غازية أخرى مسيلة","غازات نفط وهيدروكربونات  غازية أخرى مسيلة","27111900","2","55","18","73","وزن","0","","","",""
"93160","6/8/2025","[27112100] غاز طبيعي في حالته الغازية , من نفط","غاز طبيعي في حالته الغازية , من نفط","27112100","2","55","18","73","وزن","0","","","",""
"93161","6/8/2025","[27112900] غازات نفط وهيدروكربونات غازية أخر في حالتها الغازية","غازات نفط وهيدروكربونات غازية أخر في حالتها الغازية","27112900","2","55","18","73","وزن","0","","","",""
"93162","6/8/2025","[27121000] هلام نفطي (فازلين)","هلام نفطي (فازلين)","27121000","2","40","13","53","وزن","0","","","",""
"93163","6/8/2025","[27122000] شمع بارافين يحتوي على أقل من  0.75% وزناً من الزيت","شمع بارافين يحتوي على أقل من  0.75% وزناً من الزيت","27122000","2","40","13","53","وزن","0","","","",""
"93164","6/8/2025","[27129000] شمع بارافين(غ.م.س)وشمع نفطي دقيق التبلوروشمع سلاك أوزوكريت وشمع ليجنيت..","شمع بارافين(غ.م.س)وشمع نفطي دقيق التبلوروشمع سلاك أوزوكريت وشمع ليجنيت..","27129000","2","40","13","53","وزن","0","","","",""
"93165","6/8/2025","[27131100] مجمر النفط(كوك النفط) نفط, غير مكلس","مجمر النفط(كوك النفط) نفط, غير مكلس","27131100","2","30","10","40","وزن","0","","","",""
"93166","6/8/2025","[27131200] مجمر النفط(كوك النفط) نفط, مكلس","مجمر النفط(كوك النفط) نفط, مكلس","27131200","2","30","10","40","وزن","0","","","",""
"93167","6/8/2025","[27132000] قار نفطي","قار نفطي","27132000","2","30","10","40","وزن","0","","","",""
"93168","6/8/2025","[27139000] رواسب أخر من زيوت نفط أو من مواد معدنية قارية.","رواسب أخر من زيوت نفط أو من مواد معدنية قارية.","27139000","2","30","10","40","وزن","0","","","",""
"93169","6/8/2025","[27141000] شيست قاري أو زيتي (صخور صلصالية رسوبية حاملة للزيت أو القار) ورمال قطرانية","شيست قاري أو زيتي (صخور صلصالية رسوبية حاملة للزيت أو القار) ورمال قطرانية","27141000","2","30","10","40","وزن","0","","","",""
"93170","6/8/2025","[27149000] قار وإسفلت طبيعيان;إسفلتيت وصخورإسفلتية","قار وإسفلت طبيعيان;إسفلتيت وصخورإسفلتية","27149000","2","30","10","40","وزن","0","","","",""
"93171","6/8/2025","[27150000] مخاليط قاريةمن الإسفلت أوالقارالطبيعيـان,أو القارالنفطي أوالمعدني أو زفت القطران المعدني","مخاليط قاريةمن الإسفلت أوالقارالطبيعيـان,أو القارالنفطي أوالمعدني أو زفت القطران المعدني","27150000","2","30","10","40","وزن","0","","","",""
"93172","6/8/2025","[28011000] كلور","كلور ( غاز الكلورين )","28011000","2","10","3","13","وزن","0","","","",""
"93173","6/8/2025","[28012000] يود.","يود.","28012000","2","375","125","500","وزن","0","","","",""
"93174","6/8/2025","[28013000] فلور? بروم.","فلور? بروم.","28013000","2","375","125","500","وزن","0","","","",""
"93175","6/8/2025","[28020000] زهر كبريت أو كبريت مرسب? كبريت غروي.","زهر كبريت أو كبريت مرسب? كبريت غروي.","28020000","2","10","3","13","وزن","0","","","",""
"93176","6/8/2025","[28030000] كربون (هباب الكربون وغيره من أشكال الكربون? غير الداخلة أو المذكورة في مكان آخر).","كربون (هباب الكربون وغيره من أشكال الكربون? غير الداخلة أو المذكورة في مكان آخر).","28030000","2","40","13","53","وزن","0","","","",""
"93177","6/8/2025","[28041000] هيدروجين","هيدروجين","28041000","2","10","3","13","وزن","0","","","",""
"93178","6/8/2025","[28042100] أرغون.","أرغون.","28042100","2","75","25","100","متر مكعب","0","","","",""
"93179","6/8/2025","[28042900] غازات نادرة (عدا الارغون )","غازات نادرة (عدا الارغون )","28042900","2","750","250","1000","وزن","0","","","",""
"93180","6/8/2025","[28043000] نيتروجين (آزوت)","نيتروجين (آزوت)","28043000","2","75","25","100","متر مكعب","0","","","",""
"93181","6/8/2025","[28044000] أوكسجين","أوكسجين","28044000","2","75","25","100","متر مكعب","0","","","",""
"93182","6/8/2025","[28045000] بورون? تللوريوم","بورون? تللوريوم","28045000","2","10","3","13","وزن","0","","","",""
"93183","6/8/2025","[28046100] سيليكون يحتوي على ما لا يقل عن 99.99% وزناً من السيليكون.","سيليكون يحتوي على ما لا يقل عن 99.99% وزناً من السيليكون.","28046100","2","40","13","53","وزن","0","","","",""
"93184","6/8/2025","[28046900] سيليكون يحتوي على أقل عن 99.99% وزناً من السيليكون.","سيليكون يحتوي على أقل عن 99.99% وزناً من السيليكون.","28046900","2","40","13","53","وزن","0","","","",""
"93185","6/8/2025","[28047000] فوسفور.","فوسفور.","28047000","2","10","3","13","وزن","0","","","",""
"93186","6/8/2025","[28048000] زرنيخ.","زرنيخ.","28048000","2","10","3","13","وزن","0","","","",""
"93187","6/8/2025","[28049000] سيلينيوم.","سيلينيوم.","28049000","2","10","3","13","وزن","0","","","",""
"93188","6/8/2025","[28051100] صوديوم","صوديوم","28051100","2","10","3","13","وزن","0","","","",""
"93189","6/8/2025","[28051200] كالسيوم","كالسيوم","28051200","2","10","3","13","وزن","0","","","",""
"93190","6/8/2025","[28051900] معادن قلويةأو معادن قلوية ترابية,(عدا الصوديوم والكالسيوم)","معادن قلويةأو معادن قلوية ترابية,(عدا الصوديوم والكالسيوم)","28051900","2","10","3","13","وزن","0","","","",""
"93191","6/8/2025","[28053000] معادن الأتربة النادرة?سكانديوم وإتريوم? وإن كانت مخلوطة أو متحدة فيما بينها","معادن الأتربة النادرة?سكانديوم وإتريوم? وإن كانت مخلوطة أو متحدة فيما بينها","28053000","2","10","3","13","وزن","0","","","",""
"93192","6/8/2025","[28054000] زئبق","زئبق","28054000","2","375","125","500","وزن","0","","","",""
"93193","6/8/2025","[28061000] كلوريد الهيدروجيني (حمض كلورالماء ""حمض هيدروكلوريك"").","كلوريد الهيدروجيني (حمض كلورالماء ""حمض هيدروكلوريك"").","28061000","2","10","3","13","وزن","0","","","",""
"93194","6/8/2025","[28062000] حمض كلوروكبريتيك.","حمض كلوروكبريتيك.","28062000","2","10","3","13","وزن","0","","","",""
"93195","6/8/2025","[28070000] حمض الكبريتيك (حمض الكبريت)? حمض كبريتيك زيتي (أوليوم)(حمض الكبريت الدخاني).","حمض الكبريتيك (حمض الكبريت)? حمض كبريتيك زيتي (أوليوم)(حمض الكبريت الدخاني).","28070000","2","10","3","13","وزن","0","","","",""
"93196","6/8/2025","[28080000] حمض أزوتيك (النيتريك) أحماض السلفونتريك.","حمض أزوتيك (النيتريك) أحماض السلفونتريك.","28080000","2","10","3","13","وزن","0","","","",""
"93197","6/8/2025","[28091000] خماسي أوكسيد ثنائي الفوسفور","خماسي أوكسيد ثنائي الفوسفور","28091000","2","10","3","13","وزن","0","","","",""
"93198","6/8/2025","[28092000] حمض الفوسفوريك وأحماض متعددة الفوسفوريك","حمض الفوسفوريك وأحماض متعددة الفوسفوريك","28092000","2","10","3","13","وزن","0","","","",""
"93199","6/8/2025","[28100000] أكاسيد البورون? أحماض البوريك.","أكاسيد البورون? أحماض البوريك.","28100000","2","10","3","13","وزن","0","","","",""
"93200","6/8/2025","[28111100] فلوريد الهيدروجين (حمض الفلورهيدريك).","فلوريد الهيدروجين (حمض الفلورهيدريك).","28111100","2","10","3","13","وزن","0","","","",""
"93201","6/8/2025","[28111200] سيانيد الهيدروجين (حمض هيدرو السيانيك).","سيانيد الهيدروجين (حمض هيدرو السيانيك).","28111200","2","10","3","13","وزن","0","","","",""
"93202","6/8/2025","[28111900] أحماض غير عضوية أخر عدا (فلوريد الهيدروجين)","أحماض غير عضوية أخر عدا (فلوريد الهيدروجين)","28111900","2","10","3","13","وزن","0","","","",""
"93203","6/8/2025","[28112100] ثنائي أوكسيد الكربون.","ثنائي أوكسيد الكربون.","28112100","2","10","3","13","وزن","0","","","",""
"93204","6/8/2025","[28112200] ثنائي أوكسيد السيليكون (ثنائي أوكسيد السيليسيوم).","ثنائي أوكسيد السيليكون (ثنائي أوكسيد السيليسيوم).","28112200","2","10","3","13","وزن","0","","","",""
"93205","6/8/2025","[28112900] مركبات الأوكسجين غير العضوية مع اللامعادن (غ م س)","مركبات الأوكسجين غير العضوية مع اللامعادن (غ م س)","28112900","2","10","3","13","وزن","0","","","",""
"93206","6/8/2025","[28121100] ثنائي كلوريد الكاربونيل (فوسجين) .","ثنائي كلوريد الكاربونيل (فوسجين) .","28121100","2","10","3","13","وزن","0","","","",""
"93207","6/8/2025","[28121200] أوكسي كلوريد الفوسفور.","أوكسي كلوريد الفوسفور.","28121200","2","10","3","13","وزن","0","","","",""
"93208","6/8/2025","[28121300] ثلاثي كلوريد الفوسفور.","ثلاثي كلوريد الفوسفور.","28121300","2","10","3","13","وزن","0","","","",""
"93209","6/8/2025","[28121400] خماسي كلوريد الفوسفور.","خماسي كلوريد الفوسفور.","28121400","2","10","3","13","وزن","0","","","",""
"93210","6/8/2025","[28121500] أحادي كلوريد الكبريت.","أحادي كلوريد الكبريت.","28121500","2","10","3","13","وزن","0","","","",""
