"id","created_at","material","name","band","clearanceFeeExport","priceImport","clearanceFee","priceFull","type","priceExport","note","","",""
"95042","6/8/2025","[55129100] أقمشة منسوجة بها >=85% وزنا من ألياف تركيبية غير مستمرة أخر , مقصورةأوغير مقصورة,(غ م س)","أقمشة منسوجة بها >=85% وزنا من ألياف تركيبية غير مستمرة أخر , مقصورةأوغير مقصورة,(غ م س)","55129100","2","375","125","500","وزن","0","","","",""
"95043","6/8/2025","[55129900] أقمشة منسوجة بها >=85% وزنا من ألياف غير مستمرة من ألياف تركيبية , (غ م س)","أقمشة منسوجة بها >=85% وزنا من ألياف غير مستمرة من ألياف تركيبية , (غ م س)","55129900","2","375","125","500","وزن","0","","","",""
"95044","6/8/2025","[55131100] أقمشة منسوجة سادة بها <85% ألياف بوليستر غيرمستمرة ..,بوزن <=170غم/م2 مقصورةاوغير مقصورة","أقمشة منسوجة سادة بها <85% ألياف بوليستر غيرمستمرة ..,بوزن <=170غم/م2 مقصورةاوغير مقصورة","55131100","2","375","125","500","وزن","0","","","",""
"95045","6/8/2025","[55131200] أقمشةمنسوجة تويل(سيرجيه)..بها<85%ألياف بوليستر..بقطن,بوزن<=170غم/م2 مقصورةأوغيرمقصورة","أقمشةمنسوجة تويل(سيرجيه)..بها<85%ألياف بوليستر..بقطن,بوزن<=170غم/م2 مقصورةأوغيرمقصورة","55131200","2","375","125","500","وزن","0","","","",""
"95046","6/8/2025","[55131300] أقمشةمنسوجةأخر,بها<85%ألياف غير..بوليستر..بقطن, بوزن<=170غم/م2 مقصورةأوغيرمقصورة(غ م س)","أقمشةمنسوجةأخر,بها<85%ألياف غير..بوليستر..بقطن, بوزن<=170غم/م2 مقصورةأوغيرمقصورة(غ م س)","55131300","2","375","125","500","وزن","0","","","",""
"95047","6/8/2025","[55131900] أقمشةمنسوجةأخر ,بها <85% ألياف تركيبيةأخر..بقطن, وزن <=170غم/م2مقصورةأوغير مقصورة(غ م س)","أقمشةمنسوجةأخر ,بها <85% ألياف تركيبيةأخر..بقطن, وزن <=170غم/م2مقصورةأوغير مقصورة(غ م س)","55131900","2","375","125","500","وزن","0","","","",""
"95048","6/8/2025","[55132100] أقمشة منسوجة سادة بها <85% ألياف غير مستمرة من بوليستر..بقطن, بوزن<=170غم/م2ü,مصبوغة,","أقمشة منسوجة سادة بها <85% ألياف غير مستمرة من بوليستر..بقطن, بوزن<=170غم/م2ü,مصبوغة,","55132100","2","375","125","500","وزن","0","","","",""
"95049","6/8/2025","[55132300] أقمشةمنسوجةأخر ,بها <85% ألياف غير..بوليستر..بقطن, بوزن<=170غم/م2 , مصبوغة ,(غ م س)","أقمشةمنسوجةأخر ,بها <85% ألياف غير..بوليستر..بقطن, بوزن<=170غم/م2 , مصبوغة ,(غ م س)","55132300","2","375","125","500","وزن","0","","","",""
"95050","6/8/2025","[55132900] أقمشة منسوجة أخر , بها <85% ألياف تركيبيةأخر..بقطن, وزن <= 170 غم/م2 , مصبوغة ,(غ م س)","أقمشة منسوجة أخر , بها <85% ألياف تركيبيةأخر..بقطن, وزن <= 170 غم/م2 , مصبوغة ,(غ م س)","55132900","2","375","125","500","وزن","0","","","",""
"95051","6/8/2025","[55133100] أقمشةمنسوجة سادة بها <85% ألياف بوليستر غيرمستمرة..,بوزن<=170غم/م2 من خيوط مختلفةالالوان","أقمشةمنسوجة سادة بها <85% ألياف بوليستر غيرمستمرة..,بوزن<=170غم/م2 من خيوط مختلفةالالوان","55133100","2","375","125","500","وزن","0","","","",""
"95052","6/8/2025","[55133900] أقمشةمنسوجةأخر,بها <85%ألياف تركيبيةأخر..بقطن,وزن <=170غم/م2من خيوط مختلفةالالوان(غ م س)","أقمشةمنسوجةأخر,بها <85%ألياف تركيبيةأخر..بقطن,وزن <=170غم/م2من خيوط مختلفةالالوان(غ م س)","55133900","2","375","125","500","وزن","0","","","",""
"95053","6/8/2025","[55134100] أقمشة منسوجة سادة بها <85% ألياف غير مستمرة من بوليستر..بقطن, بوزن<=170غم/م2ü,مطبوعة,","أقمشة منسوجة سادة بها <85% ألياف غير مستمرة من بوليستر..بقطن, بوزن<=170غم/م2ü,مطبوعة,","55134100","2","375","125","500","وزن","0","","","",""
"95054","6/8/2025","[55134900] أقمشة منسوجة أخر , بها <85% ألياف تركيبيةأخر..بقطن, وزن <= 170 غم/م2 , مطبوعة ,(غ م س)","أقمشة منسوجة أخر , بها <85% ألياف تركيبيةأخر..بقطن, وزن <= 170 غم/م2 , مطبوعة ,(غ م س)","55134900","2","375","125","500","وزن","0","","","",""
"95055","6/8/2025","[55141100] أقمشةمنسوجة سادة بها <85% ألياف بوليستر غيرمستمرة ..,بوزن >170غم/م2 مقصورة او غير مقصورة","أقمشةمنسوجة سادة بها <85% ألياف بوليستر غيرمستمرة ..,بوزن >170غم/م2 مقصورة او غير مقصورة","55141100","2","375","125","500","وزن","0","","","",""
"95056","6/8/2025","[55141200] أقمشةمنسوجة تويل(سيرجيه)..بها<85%ألياف بوليستر..بقطن,بوزن > 170غم/م2 مقصورةأوغيرمقصورة","أقمشةمنسوجة تويل(سيرجيه)..بها<85%ألياف بوليستر..بقطن,بوزن > 170غم/م2 مقصورةأوغيرمقصورة","55141200","2","375","125","500","وزن","0","","","",""
"95057","6/8/2025","[55141900] أقمشةمنسوجةأخر ,بها <85% ألياف تركيبيةأخر..بقطن, وزن > 170غم/م2مقصورةأوغير مقصورة(غ م س)","أقمشةمنسوجةأخر ,بها <85% ألياف تركيبيةأخر..بقطن, وزن > 170غم/م2مقصورةأوغير مقصورة(غ م س)","55141900","2","375","125","500","وزن","0","","","",""
"95058","6/8/2025","[55142100] أقمشة منسوجة سادة بها <85% ألياف غير مستمرة من بوليستر..بقطن, بوزن > 170غم/م2ü,مصبوغة,","أقمشة منسوجة سادة بها <85% ألياف غير مستمرة من بوليستر..بقطن, بوزن > 170غم/م2ü,مصبوغة,","55142100","2","375","125","500","وزن","0","","","",""
"95059","6/8/2025","[55142200] أقمشةمنسوجةمبرد,بها<85%ألياف غير..بوليستربنسج تويل..بقطن,(غ م س) بوزن>170غم/م2ü,مصبوغة,","أقمشةمنسوجةمبرد,بها<85%ألياف غير..بوليستربنسج تويل..بقطن,(غ م س) بوزن>170غم/م2ü,مصبوغة,","55142200","2","375","125","500","وزن","0","","","",""
"95060","6/8/2025","[55142300] أقمشةمنسوجةأخر ,بها <85% ألياف غير..بوليستر..بقطن, بوزن > 170غم/م2 , مصبوغة ,(غ م س)","أقمشةمنسوجةأخر ,بها <85% ألياف غير..بوليستر..بقطن, بوزن > 170غم/م2 , مصبوغة ,(غ م س)","55142300","2","375","125","500","وزن","0","","","",""
"95061","6/8/2025","[55142900] أقمشة منسوجة أخر , بها <85% ألياف تركيبيةأخر..بقطن, وزن > 170 غم/م2 , مصبوغة ,(غ م س)","أقمشة منسوجة أخر , بها <85% ألياف تركيبيةأخر..بقطن, وزن > 170 غم/م2 , مصبوغة ,(غ م س)","55142900","2","375","125","500","وزن","0","","","",""
"95062","6/8/2025","[55143000] من خيوط مختلفة الألوان:","من خيوط مختلفة الألوان:","55143000","2","375","125","500","وزن","0","","","",""
"95063","6/8/2025","[55144100] أقمشة منسوجة سادة بها <85% ألياف غير مستمرة من بوليستر..بقطن, بوزن > 170غم/م2مطبوعة,","أقمشة منسوجة سادة بها <85% ألياف غير مستمرة من بوليستر..بقطن, بوزن > 170غم/م2مطبوعة,","55144100","2","375","125","500","وزن","0","","","",""
"95064","6/8/2025","[55144200] أقمشة منسوجة, تويل (سيرجيه)..بها <85% ألياف غير.. بوليستر..بقطن,بوزن > 170غم/م2 , مطبوعة","أقمشة منسوجة, تويل (سيرجيه)..بها <85% ألياف غير.. بوليستر..بقطن,بوزن > 170غم/م2 , مطبوعة","55144200","2","375","125","500","وزن","0","","","",""
"95065","6/8/2025","[55144300] أقمشةمنسوجةأخر ,بها <85% ألياف غير..بوليستر..بقطن, بوزن > 170غم/م2 , مطبوعة ,(غ م س)","أقمشةمنسوجةأخر ,بها <85% ألياف غير..بوليستر..بقطن, بوزن > 170غم/م2 , مطبوعة ,(غ م س)","55144300","2","375","125","500","وزن","0","","","",""
"95066","6/8/2025","[55144900] أقمشة منسوجة أخر , بها <85% ألياف تركيبيةأخر..بقطن, وزن > 170 غم/م2 , مطبوعة ,(غ م س)","أقمشة منسوجة أخر , بها <85% ألياف تركيبيةأخر..بقطن, وزن > 170 غم/م2 , مطبوعة ,(غ م س)","55144900","2","375","125","500","وزن","0","","","",""
"95067","6/8/2025","[55151100] أقمشة منسوجة أخر من ألياف غير مستمرة من بوليستر , مخلوطة.. مع ألياف حريرفسكوز غير مستمرة","أقمشة منسوجة أخر من ألياف غير مستمرة من بوليستر , مخلوطة.. مع ألياف حريرفسكوز غير مستمرة","55151100","2","375","125","500","وزن","0","","","",""
"95068","6/8/2025","[55151200] أقمشة منسوجة أخرمن ألياف غير مستمرةمن بوليستر,مخلوطة..بشعيرات تركيبيةأواصطناعية","أقمشة منسوجة أخرمن ألياف غير مستمرةمن بوليستر,مخلوطة..بشعيرات تركيبيةأواصطناعية","55151200","2","375","125","500","وزن","0","","","",""
"95069","6/8/2025","[55151300] أقمشة منسوجةأخرمن ألياف بوليستر غيرمستمرة, مخلوطة بصورة رئيسية أو حصرية بصوف أو وبر ناعم","أقمشة منسوجةأخرمن ألياف بوليستر غيرمستمرة, مخلوطة بصورة رئيسية أو حصرية بصوف أو وبر ناعم","55151300","2","375","125","500","وزن","0","","","",""
"95070","6/8/2025","[55151900] أقمشة منسوجة أخر من ألياف غير مستمرة من بوليستر, (غ م س)","أقمشة منسوجة أخر من ألياف غير مستمرة من بوليستر, (غ م س)","55151900","2","375","125","500","وزن","0","","","",""
"95071","6/8/2025","[55152100] أقمشةمنسوجةأخرمن ألياف غيرمستمرةمن أكريليك..,مخلوطة..رئيسيةأو..شعيرات تركيبيةأو اصطناعية","أقمشةمنسوجةأخرمن ألياف غيرمستمرةمن أكريليك..,مخلوطة..رئيسيةأو..شعيرات تركيبيةأو اصطناعية","55152100","2","375","125","500","وزن","0","","","",""
"95072","6/8/2025","[55152200] أقمشةمنسوجة أخر من ألياف غيرمستمرةمن أكريليك مخلوطة بصورة رئيسيةاو حصريةبصوف أو وبر ناعم","أقمشةمنسوجة أخر من ألياف غيرمستمرةمن أكريليك مخلوطة بصورة رئيسيةاو حصريةبصوف أو وبر ناعم","55152200","2","375","125","500","وزن","0","","","",""
"95073","6/8/2025","[55152900] أقمشة منسوجة أخر من ألياف تركيبيةغيرمستمرةمن أكريليك او مواداكريليك غير مستمرة","أقمشة منسوجة أخر من ألياف تركيبيةغيرمستمرةمن أكريليك او مواداكريليك غير مستمرة","55152900","2","375","125","500","وزن","0","","","",""
"95074","6/8/2025","[55159100] أقمشة منسوجة من ألياف غير مستمرة تركيبية أخر مخلوطة..بشعيرات تركيبية أو اصطناعية,(غ م س)","أقمشة منسوجة من ألياف غير مستمرة تركيبية أخر مخلوطة..بشعيرات تركيبية أو اصطناعية,(غ م س)","55159100","2","375","125","500","وزن","0","","","",""
"95075","6/8/2025","[55159900] أقمشة منسوجة أخر ,من ألياف غير مستمرة تركيبية, (غ م س)","أقمشة منسوجة أخر ,من ألياف غير مستمرة تركيبية, (غ م س)","55159900","2","375","125","500","وزن","0","","","",""
"95076","6/8/2025","[55161100] أقمشة منسوجة , تحتوى >= 85% وزنا من ألياف اصطناعية غير مستمرة , مقصورة أو غير مقصورة","أقمشة منسوجة , تحتوى >= 85% وزنا من ألياف اصطناعية غير مستمرة , مقصورة أو غير مقصورة","55161100","2","375","125","500","وزن","0","","","",""
"95077","6/8/2025","[55161200] أقمشة منسوجة , تحتوى >= 85% وزنا من ألياف اصطناعية غير مستمرة , مصبوغة","أقمشة منسوجة , تحتوى >= 85% وزنا من ألياف اصطناعية غير مستمرة , مصبوغة","55161200","2","375","125","500","وزن","0","","","",""
"95078","6/8/2025","[55161300] أقمشة منسوجة , تحتوى >= 85% وزنا من ألياف اصطناعية غير مستمرة , من خيوط مختلفة الالوان","أقمشة منسوجة , تحتوى >= 85% وزنا من ألياف اصطناعية غير مستمرة , من خيوط مختلفة الالوان","55161300","2","375","125","500","وزن","0","","","",""
"95080","6/8/2025","[55162100] أقمشة منسوجة, تحتوى <85%وزنا من ألياف اصطناعية..,مخلوطة ..أواصطناعية , مقصورةأوغيرمقصورة","أقمشة منسوجة, تحتوى <85%وزنا من ألياف اصطناعية..,مخلوطة ..أواصطناعية , مقصورةأوغيرمقصورة","55162100","2","375","125","500","وزن","0","","","",""
"95081","6/8/2025","[55162200] أقمشة منسوجة, تحتوى <85% وزنا من ألياف اصطناعية....,مخلوطة....اواصطناعية , مصبوغة","أقمشة منسوجة, تحتوى <85% وزنا من ألياف اصطناعية....,مخلوطة....اواصطناعية , مصبوغة","55162200","2","375","125","500","وزن","0","","","",""
"95082","6/8/2025","[55162300] أقمشة منسوجة,تحتوى <85%وزنا من ألياف اصطناعية..,مخلوطة..أواصطناعية,من خيوط مختلفةالالوان","أقمشة منسوجة,تحتوى <85%وزنا من ألياف اصطناعية..,مخلوطة..أواصطناعية,من خيوط مختلفةالالوان","55162300","2","375","125","500","وزن","0","","","",""
"95083","6/8/2025","[55162400] أقمشة منسوجة, تحتوى <85% وزنا من ألياف اصطناعية....,مخلوطة....اواصطناعية , مطبوعة","أقمشة منسوجة, تحتوى <85% وزنا من ألياف اصطناعية....,مخلوطة....اواصطناعية , مطبوعة","55162400","2","375","125","500","وزن","0","","","",""
"95084","6/8/2025","[55163100] أقمشة منسوجة, تحتوى<85%وزنا من ألياف اصطناعية..,مخلوطة..بصوف اووبرناعم,مقصورةأوغيرمقصورة","أقمشة منسوجة, تحتوى<85%وزنا من ألياف اصطناعية..,مخلوطة..بصوف اووبرناعم,مقصورةأوغيرمقصورة","55163100","2","375","125","500","وزن","0","","","",""
"95085","6/8/2025","[55163200] أقمشة منسوجة, تحتوى <85%وزنا من ألياف اصطناعية.., مخلوطة..بصوف او وبرناعم , مصبوغة","أقمشة منسوجة, تحتوى <85%وزنا من ألياف اصطناعية.., مخلوطة..بصوف او وبرناعم , مصبوغة","55163200","2","375","125","500","وزن","0","","","",""
"95086","6/8/2025","[55163300] أقمشةمنسوجة,تحوى<85%وزنا من ألياف اصطناعية..مخلوطة..بصوف اووبرناعم,من خيوط مختلفةالالوان","أقمشةمنسوجة,تحوى<85%وزنا من ألياف اصطناعية..مخلوطة..بصوف اووبرناعم,من خيوط مختلفةالالوان","55163300","2","375","125","500","وزن","0","","","",""
"95087","6/8/2025","[55163400] أقمشة منسوجة , تحتوى <85% وزنا من ألياف اصطناعية.., مخلوطة..بصوف او وبر ناعم , مطبوعة","أقمشة منسوجة , تحتوى <85% وزنا من ألياف اصطناعية.., مخلوطة..بصوف او وبر ناعم , مطبوعة","55163400","2","375","125","500","وزن","0","","","",""
"95088","6/8/2025","[55164100] أقمشة منسوجة , تحتوى <85% وزنا من ألياف اصطناعية..,مخلوطة بصورة..بقطن ,مقصورةأوغيرمقصورة","أقمشة منسوجة , تحتوى <85% وزنا من ألياف اصطناعية..,مخلوطة بصورة..بقطن ,مقصورةأوغيرمقصورة","55164100","2","375","125","500","وزن","0","","","",""
"95089","6/8/2025","[55164200] أقمشة منسوجة , تحتوى < 85 % وزنا من ألياف اصطناعية..,مخلوطة بصورة..بقطن , مصبوغة","أقمشة منسوجة , تحتوى < 85 % وزنا من ألياف اصطناعية..,مخلوطة بصورة..بقطن , مصبوغة","55164200","2","375","125","500","وزن","0","","","",""
"95090","6/8/2025","[55164300] أقمشة منسوجة ,تحتوى <85%وزنا من ألياف اصطناعية..,مخلوطةبصورة..بقطن,من خيوط مختلفةالالوان","أقمشة منسوجة ,تحتوى <85%وزنا من ألياف اصطناعية..,مخلوطةبصورة..بقطن,من خيوط مختلفةالالوان","55164300","2","375","125","500","وزن","0","","","",""
"95091","6/8/2025","[55164400] أقمشة منسوجة , تحتوى < 85 % وزنا من ألياف اصطناعية.. , مخلوطة بصورة.. بقطن , مطبوعة","أقمشة منسوجة , تحتوى < 85 % وزنا من ألياف اصطناعية.. , مخلوطة بصورة.. بقطن , مطبوعة","55164400","2","375","125","500","وزن","0","","","",""
"95092","6/8/2025","[55169100] أقمشة منسوجة أخر , من ألياف غير مستمرة اصطناعية, مقصورة أو غير مقصورة,(غ م س)","أقمشة منسوجة أخر , من ألياف غير مستمرة اصطناعية, مقصورة أو غير مقصورة,(غ م س)","55169100","2","375","125","500","وزن","0","","","",""
"95093","6/8/2025","[55169200] أقمشة منسوجة أخر , من ألياف غير مستمرة اصطناعية , مصبوغة , (غ م س)","أقمشة منسوجة أخر , من ألياف غير مستمرة اصطناعية , مصبوغة , (غ م س)","55169200","2","375","125","500","وزن","0","","","",""
"95094","6/8/2025","[55169300] أقمشة منسوجة أخر , من ألياف غير مستمرة اصطناعية , من خيوط مختلفة الالوان , (غ م س)","أقمشة منسوجة أخر , من ألياف غير مستمرة اصطناعية , من خيوط مختلفة الالوان , (غ م س)","55169300","2","375","125","500","وزن","0","","","",""
"95095","6/8/2025","[55169400] أقمشة منسوجة أخر , من ألياف غير مستمرة اصطناعية , مطبوعة , (غ م س)","أقمشة منسوجة أخر , من ألياف غير مستمرة اصطناعية , مطبوعة , (غ م س)","55169400","2","375","125","500","وزن","0","","","",""
"95096","6/8/2025","[56012100] حشو وأصناف أخر من حشو,من  قطن","حشو وأصناف أخر من حشو,من  قطن","56012100","2","375","125","500","وزن","0","","","",""
"95097","6/8/2025","[56012200] حشو وأصناف أخر من حشو , من ألياف تركيبية أو صناعية","حشو وأصناف أخر من حشو , من ألياف تركيبية أو صناعية","56012200","2","375","125","500","وزن","0","","","",""
"95098","6/8/2025","[56012900] حشو وأصناف أخر من حشو,من مواد نسجية(غ م س)","حشو وأصناف أخر من حشو,من مواد نسجية(غ م س)","56012900","2","375","125","500","وزن","0","","","",""
"95099","6/8/2025","[56013000] زغب ألياف نسجية(بطول<=5 مم)وغبار نسجي وعقد من مواد نسجية","زغب ألياف نسجية(بطول<=5 مم)وغبار نسجي وعقد من مواد نسجية","56013000","2","375","125","500","وزن","0","","","",""
"95100","6/8/2025","[56021000] لباد إبرة ومنتجات ""التجميع - بالغرز"" للآلياف","لباد إبرة ومنتجات ""التجميع - بالغرز"" للآلياف","56021000","2","375","125","500","وزن","0","","","",""
"95101","6/8/2025","[56022100] لباد آخر? غير مشرب ولا مطلي ولا مغطى ولا منضدد من صوف أو  وبر ناعم","لباد آخر? غير مشرب ولا مطلي ولا مغطى ولا منضدد من صوف أو  وبر ناعم","56022100","2","375","125","500","وزن","0","","","",""
"95102","6/8/2025","[56022900] لباد آخر? غير مشرب ولا مطلي ولا مغطى ولا منضد من مواد نسجية (عدا من صوف أو  وبر ناعم)","لباد آخر? غير مشرب ولا مطلي ولا مغطى ولا منضد من مواد نسجية (عدا من صوف أو  وبر ناعم)","56022900","2","375","125","500","وزن","0","","","",""
"95103","6/8/2025","[56029000] لباد? أخر. وإن كان مشرباً أو مطلياً أو مغطى أومنضداً.  (غ م س)","لباد? أخر. وإن كان مشرباً أو مطلياً أو مغطى أومنضداً.  (غ م س)","56029000","2","375","125","500","وزن","0","","","",""
"95104","6/8/2025","[56031100] أقمشةغيرمنسوجة من شعيرات تركيبية أو صناعية, بوزن <=25 غم/م2","أقمشةغيرمنسوجة من شعيرات تركيبية أو صناعية, بوزن <=25 غم/م2","56031100","2","40","13","53","وزن","0","","","",""
"95105","6/8/2025","[56031200] أقمشةغيرمنسوجة من شعيرات تركيبية أو صناعية, بوزن >25 غم/م2 و <=70غم/م2","أقمشةغيرمنسوجة من شعيرات تركيبية أو صناعية, بوزن >25 غم/م2 و <=70غم/م2","56031200","2","40","13","53","وزن","0","","","",""
"95106","6/8/2025","[56031300] أقمشةغيرمنسوجة من شعيرات تركيبية أو صناعية, بوزن >70 غم/م2 و <=150 غم/م2","أقمشةغيرمنسوجة من شعيرات تركيبية أو صناعية, بوزن >70 غم/م2 و <=150 غم/م2","56031300","2","40","13","53","وزن","0","","","",""
"95107","6/8/2025","[56031400] أقمشةغيرمنسوجة من شعيرات تركيبية أو صناعية, بوزن >150 غم/م2","أقمشةغيرمنسوجة من شعيرات تركيبية أو صناعية, بوزن >150 غم/م2","56031400","2","40","13","53","وزن","0","","","",""
"95108","6/8/2025","[56039100] أقمشةغيرمنسوجة,(غ م س),بوزن<=25 غم/م2","أقمشةغيرمنسوجة,(غ م س),بوزن<=25 غم/م2","56039100","2","40","13","53","وزن","0","","","",""
"95109","6/8/2025","[56039200] أقمشةغيرمنسوجة,(غ م س),بوزن >25 غم/م2 و <70 غم/م2","أقمشةغيرمنسوجة,(غ م س),بوزن >25 غم/م2 و <70 غم/م2","56039200","2","40","13","53","وزن","0","","","",""
"95110","6/8/2025","[56039300] أقمشةغيرمنسوجة,(غ م س),بوزن>70 و <=150غم/م2","أقمشةغيرمنسوجة,(غ م س),بوزن>70 و <=150غم/م2","56039300","2","40","13","53","وزن","0","","","",""
"95111","6/8/2025","[56039400] أقمشةغيرمنسوجة,(غ م س),بوزن>150 غم/م2","أقمشةغيرمنسوجة,(غ م س),بوزن>150 غم/م2","56039400","2","40","13","53","وزن","0","","","",""
"95112","6/8/2025","[56041000] خيوط وحبال من مطاط مغطاة بمواد نسجية","خيوط وحبال من مطاط مغطاة بمواد نسجية","56041000","2","115","38","153","وزن","0","","","",""
"95113","6/8/2025","[56049000] خيوط نسجية وصفيحات  وأشكال مماثلة م... مشربة أو مطلية أو مغطاة أو مغلفة بمطاط أو لدائن.","خيوط نسجية وصفيحات  وأشكال مماثلة م... مشربة أو مطلية أو مغطاة أو مغلفة بمطاط أو لدائن.","56049000","2","115","38","153","وزن","0","","","",""
"95114","6/8/2025","[56050000] خيوط نسجيةممعدنةوان كانت بريما,من خيوط نسجية أوصفيحات..أوماشابةمن أصناف(5405-5404)..الخ","خيوط نسجيةممعدنةوان كانت بريما,من خيوط نسجية أوصفيحات..أوماشابةمن أصناف(5405-5404)..الخ","56050000","2","115","38","153","وزن","0","","","",""
"95115","6/8/2025","[56060000] خيوط وصفيحات وأشكال مماثلةلأصناف(5405-5404), مبرومة;خيوط قطيفية;خيوط السلسلة,(013)","خيوط وصفيحات وأشكال مماثلةلأصناف(5405-5404), مبرومة;خيوط قطيفية;خيوط السلسلة,(013)","56060000","2","115","38","153","وزن","0","","","",""
"95116","6/8/2025","[56072100] خيوط ربط أوحزم,من سيزال أومن ألياف نسجيةأخر من نوع أجاف,وإن كانت مشربةأو..الخ","خيوط ربط أوحزم,من سيزال أومن ألياف نسجيةأخر من نوع أجاف,وإن كانت مشربةأو..الخ","56072100","2","225","75","300","وزن","0","","","",""
"95117","6/8/2025","[56072900] حبال وأمراس,من سيزال أوألياف نسجيةأخرمن نوع أجاف,وإن كانت مشربةأو..الخ","حبال وأمراس,من سيزال أوألياف نسجيةأخرمن نوع أجاف,وإن كانت مشربةأو..الخ","56072900","2","225","75","300","وزن","0","","","",""
"95118","6/8/2025","[56074100] خيوط ربط أوحزم,من بولي إثيلين أوبولي بروبلين ,وإن كانت مشربةأو..","خيوط ربط أوحزم,من بولي إثيلين أوبولي بروبلين ,وإن كانت مشربةأو..","56074100","2","225","75","300","وزن","0","","","",""
"95119","6/8/2025","[56074900] حبال وأمراس,من بولي إيثيلين أو بولي بروبلين, وإن كانت مشربةأو..","حبال وأمراس,من بولي إيثيلين أو بولي بروبلين, وإن كانت مشربةأو..","56074900","2","225","75","300","وزن","0","","","",""
"95120","6/8/2025","[56075000] خيوط حزم وحبال وأمراس, من ألياف تركيبية أخر, (غ م س)","خيوط حزم وحبال وأمراس, من ألياف تركيبية أخر, (غ م س)","56075000","2","225","75","300","وزن","0","","","",""
"95121","6/8/2025","[56079000] خيوط حزم وحبال وأمراس أخر,(غ م س)","خيوط حزم وحبال وأمراس أخر,(غ م س)","56079000","2","225","75","300","وزن","0","","","",""
"95122","6/8/2025","[56081100] شباك جاهزة لصيد الأسماك، من مواد نسيجية  صناعية أو تركيبية.","شباك جاهزة لصيد الأسماك، من مواد نسيجية  صناعية أو تركيبية.","56081100","2","375","125","500","وزن","0","","","",""
"95123","6/8/2025","[56081900] شباك بعيون معقودة,من خيوط حزم أو..حبال,وشباك (غ م س),من مواد نسجية صناعية أو تركيبية","شباك بعيون معقودة,من خيوط حزم أو..حبال,وشباك (غ م س),من مواد نسجية صناعية أو تركيبية","56081900","2","375","125","500","وزن","0","","","",""
"95124","6/8/2025","[56089000] شباك بعيون معقودة,من خيوط حزم أو..حبال،وشباك جاهزةلصيدالأسما..إلخ,من موادنسجيةأخر(غ م س)","شباك بعيون معقودة,من خيوط حزم أو..حبال،وشباك جاهزةلصيدالأسما..إلخ,من موادنسجيةأخر(غ م س)","56089000","2","375","125","500","وزن","0","","","",""
"95125","6/8/2025","[56090000] أصناف من خيوط أو..أشكال مماثلةداخلةبالبند 5404-5405أومن خيوط حزم..أمراس أوجبال..,(غ م س)","أصناف من خيوط أو..أشكال مماثلةداخلةبالبند 5404-5405أومن خيوط حزم..أمراس أوجبال..,(غ م س)","56090000","2","375","125","500","وزن","0","","","",""
"95126","6/8/2025","[57011000] من صوف أو من وبر ناعم(السجاد الصوفي 100%):","من صوف أو من وبر ناعم(السجاد الصوفي 100%):","57011000","2","750","250","1000","وزن","0","","","",""
"95128","6/8/2025","[57019020] من مواد نسجية أخر (السجاد التركيبي/بوليستر أو بولي بروبيلين)","من مواد نسجية أخر (السجاد التركيبي/بوليستر أو بولي بروبيلين)","57019020","2","750","250","1000","وزن","0","","","",""
"95129","6/8/2025","[57019090] من مواد نسجية أخر(غيرها)","من مواد نسجية أخر(غيرها)","57019090","2","750","250","1000","وزن","0","","","",""
"95130","6/8/2025","[57021010] كليم ""شوماك""? "" كرماني"" وبسط مماثلة يدوية النسج(السجاد الصوفي 100%).","كليم ""شوماك""? "" كرماني"" وبسط مماثلة يدوية النسج(السجاد الصوفي 100%).","57021010","2","750","250","1000","وزن","0","","","",""
"95131","6/8/2025","[57021090] كليم ""شوماك""? "" كرماني"" وبسط مماثلة يدوية النسج(غيرها).","كليم ""شوماك""? "" كرماني"" وبسط مماثلة يدوية النسج(غيرها).","57021090","2","750","250","1000","وزن","0","","","",""
"95132","6/8/2025","[57022000] أغطية أرضيات من ألياف جوز الهند","أغطية أرضيات من ألياف جوز الهند","57022000","2","750","250","1000","وزن","0","","","",""
"95133","6/8/2025","[57023100] سجاد وأغطيةأرضيات أخر,منسوجةمخملية غيرجاهزة, من صوف أومن وبرناعم(السجاد الصوفي 100%),غيرماهوبعفارات..مغروزة","سجاد وأغطيةأرضيات أخر,منسوجةمخملية غيرجاهزة, من صوف أومن وبرناعم(السجاد الصوفي 100%),غيرماهوبعفارات..مغروزة","57023100","2","750","250","1000","وزن","0","","","",""
"95134","6/8/2025","[57023200] سجاد وأغطيةأرضيات أخر,منسوجةمخملية غيرجاهزة, من موادنسجيةتركيبيةأوصناعية,غيرماهو..مغروزة","سجاد وأغطيةأرضيات أخر,منسوجةمخملية غيرجاهزة, من موادنسجيةتركيبيةأوصناعية,غيرماهو..مغروزة","57023200","2","750","250","1000","وزن","0","","","",""
"95135","6/8/2025","[57023900] سجادوأغطيةأرضيات أخر,منسوجةمخمليةغيرجاهزة,من مواد نسجيةأخر(غ م س),غير ماهوبعفارات..مغروز","سجادوأغطيةأرضيات أخر,منسوجةمخمليةغيرجاهزة,من مواد نسجيةأخر(غ م س),غير ماهوبعفارات..مغروز","57023900","2","750","250","1000","وزن","0","","","",""
